Target,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Data_transparency.started,key_resp_data_transp.started,Data_transparency.stopped,key_resp_data_transp.keys,key_resp_data_transp.rt,key_resp_data_transp.duration,instructions.started,instructions.stopped,trial.started,trial.stopped,target_position_x_y,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,feedback.started,feedback.stopped,instructions_survey.started,instructions_survey.stopped,instructions_ratings.started,instructions_ratings.stopped,survey_ratings.started,survey_ratings.stopped,furcht.response,liebenswert.response,rated_image,survey_gen.started,survey_gen.stopped,age.text,gender.response,survey_games.started,survey_games.stopped,pc_frequency.response,reaction_games_frequency.response,instructions_neuro.started,instructions_neuro.stopped,survey_neuro.started,survey_neuro.stopped,neuro_1_rev.response,neuro_2.response,neuro_3.response,neuro_4_rev.response,survey_fear.started,survey_fear.stopped,specific_fear_spider.response,specific_fear_snake.response,thanks.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
zug1,4,2,66,15,,,,,9.469674599997234,,,,,,,,,,8.548325299983844,8.590242200007197,"[-300, 300]",[],[],[],[],[],[],[],[],8.590676799998619,8.602155500033405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
gesicht2,4,3,67,9,,,,,9.469674599997234,,,,,,,,,,8.602403400000185,8.644964799983427,"[300, 0]",[],[],[],[],[],[],[],[],8.645384500036016,8.65718039998319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
schlange1,4,4,68,2,,,,,9.469674599997234,,,,,,,,,,8.657435500004794,8.700430600030813,"[0, 300]",[],[],[],[],[],[],[],[],8.70086069998797,8.712662500038277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
gruppe1,4,5,69,6,,,,,9.469674599997234,,,,,,,,,,8.71288290002849,8.748584899993148,"[300, -300]",[],[],[],[],[],[],[],[],8.74901209998643,8.761856900004204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
person1,4,6,70,4,,,,,9.469674599997234,,,,,,,,,,8.762074500031304,8.795790900010616,"[-300, 0]",[],[],[],[],[],[],[],[],8.79618040000787,8.80800520000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
person2,4,7,71,5,,,,,9.469674599997234,,,,,,,,,,8.808223300031386,8.845546600001398,"[-300, -300]",[],[],[],[],[],[],[],[],8.846001300029457,8.858130100008566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
gesicht3,4,8,72,10,,,,,9.469674599997234,,,,,,,,,,8.858342699997593,8.901963200012688,"[300, 0]",[],[],[],[],[],[],[],[],8.902493300032802,8.911348699999508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
auto1,4,9,73,12,,,,,9.469674599997234,,,,,,,,,,8.911604100023396,8.95029320003232,"[0, 300]",[],[],[],[],[],[],[],[],8.95075200003339,8.959836900001392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
spinne1,4,10,74,0,,,,,9.469674599997234,,,,,,,,,,8.960081900004297,9.001292200002354,"[-300, 0]",[],[],[],[],[],[],[],[],9.001776300021447,9.011549399991054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
gesicht1,4,11,75,8,,,,,9.469674599997234,,,,,,,,,,9.011825900000986,9.054951000027359,"[300, 0]",[],[],[],[],[],[],[],[],9.05548139999155,9.069472800008953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
schlange2,4,12,76,3,,,,,9.469674599997234,,,,,,,,,,9.069792800000869,9.167998799995985,"[-300, -300]",[],[],[],[],[],[],[],[],9.170099200040568,9.193993300024886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
gruppe2,4,13,77,7,,,,,9.469674599997234,,,,,,,,,,9.194226299994625,9.217887700011488,"[-300, -300]",[],[],[],[],[],[],[],[],9.218274599988945,9.226393099990673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
schiff1,4,14,78,14,,,,,9.469674599997234,,,,,,,,,,9.226620900037233,9.250457299989648,"[300, 300]",[],[],[],[],[],[],[],[],9.25090350001119,9.258244000026025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
flugzeug1,4,15,79,13,,,,,9.469674599997234,,,,,,,,,,9.258454599999823,9.282617199991364,"[300, 300]",[],[],[],[],[],[],[],[],9.283221899997443,9.290418100019451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
,,,,,0,0,0,0,9.469674599997234,,,,,,,,,,,,,,,,,,,,,,,9.29992369998945,9.29999140003929,9.300000599992927,9.300026900018565,9.300541700038593,9.316823700035457,None,None,person1,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
,,,,,1,0,1,0,9.469674599997234,,,,,,,,,,,,,,,,,,,,,,,,,,,9.317168200039305,9.333281000028364,None,None,gesicht3,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
,,,,,2,0,2,0,9.469674599997234,,,,,,,,,,,,,,,,,,,,,,,,,,,9.333551099989563,9.349623400019482,None,None,gesicht4,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
,,,,,3,0,3,0,9.469674599997234,,,,,,,,,,,,,,,,,,,,,,,,,,,9.349884300027043,9.366096700017806,None,None,spinne1,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
,,,,,4,0,4,0,9.469674599997234,,,,,,,,,,,,,,,,,,,,,,,,,,,9.36636730004102,9.383120900020003,None,None,schiff1,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.386397700000089,9.393754800024908,,None,9.39377120003337,9.406887700024527,None,None,9.406903100025374,9.406928899988998,9.406935000035446,9.43625400000019,None,None,None,None,9.436274999985471,9.448967800009996,None,None,9.448996299994178,,,,,,,,
