Target,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Data_transparency.started,key_resp_data_transp.started,Data_transparency.stopped,key_resp_data_transp.keys,key_resp_data_transp.rt,key_resp_data_transp.duration,instructions.started,instructions.stopped,trial.started,target_show.started,target_show.stopped,target_find.started,mouse.started,trial.stopped,target_position_x_y,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,feedback.started,feedback.stopped,instructions_survey.started,instructions_survey.stopped,instructions_ratings.started,instructions_ratings.stopped,survey_ratings.started,survey_ratings.stopped,furcht.response,liebenswert.response,rated_image,survey_gen.started,survey_gen.stopped,age.text,gender.response,survey_games.started,survey_games.stopped,pc_frequency.response,reaction_games_frequency.response,instructions_neuro.started,instructions_neuro.stopped,survey_neuro.started,survey_neuro.stopped,neuro_1_rev.response,neuro_2.response,neuro_3.response,neuro_4_rev.response,survey_fear.started,survey_fear.stopped,specific_fear_spider.response,specific_fear_snake.response,thanks.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.023469400000067253,0.04003319999992527,17.069952800000465,z,17.017477899999903,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,088980,001,2023-11-06_13h05.06.519,Selektive Wahrnehmung,2023.2.3,59.925991400636754,2023-11-06 13h06.27.901853 +0100,
,,,,,,,,,,,,,,,,,17.06997709999996,47.27115959999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,088980,001,2023-11-06_13h05.06.519,Selektive Wahrnehmung,2023.2.3,59.925991400636754,2023-11-06 13h06.27.901853 +0100,
spinne1,0,0,0,0,,,,,47.33816730000035,,,,,,,,,,47.28815710000072,47.33816730000035,49.352743600000395,50.30285570000069,3.0317611000000397,51.25481790000049,"[300, 0]",[0.2574074074074074],[-0.001851851851851852],[1],[0],[0],[0.9511185999999725],[1],['target_find'],51.257002600000305,52.26989550000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,088980,001,2023-11-06_13h05.06.519,Selektive Wahrnehmung,2023.2.3,59.925991400636754,2023-11-06 13h06.27.901853 +0100,
gruppe2,0,1,1,7,,,,,52.321178500000315,,,,,,,,,,52.2704990000002,52.321178500000315,54.33488060000036,55.301320900000064,3.0314985000004526,56.67070680000052,"[-300, 300]",[-0.44722222222222224],[0.29074074074074074],[1],[0],[0],[1.3689107999998669],[],[],56.67123830000037,57.68529840000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,088980,001,2023-11-06_13h05.06.519,Selektive Wahrnehmung,2023.2.3,59.925991400636754,2023-11-06 13h06.27.901853 +0100,
spinne2,0,2,2,1,,,,,57.88449470000069,,,,,,,,,,57.68579900000077,57.88449470000069,59.88448640000024,60.717784700000266,3.032563800000389,62.12247210000078,"[300, 300]",[0.2657407407407407],[0.3537037037037037],[1],[0],[0],[1.4037579999994705],[1],['target_find'],62.123871300000246,63.13616270000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,088980,001,2023-11-06_13h05.06.519,Selektive Wahrnehmung,2023.2.3,59.925991400636754,2023-11-06 13h06.27.901853 +0100,
auto1,0,3,3,12,,,,,63.20234479999999,,,,,,,,,,63.13651000000027,63.20234479999999,65.20229480000035,66.20111200000065,3.0652553999998418,67.1190860000006,"[-300, -300]",[-0.2935185185185185],[-0.26944444444444443],[1],[0],[0],[0.9171152999997503],[1],['target_find'],67.11965200000031,68.13474700000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,088980,001,2023-11-06_13h05.06.519,Selektive Wahrnehmung,2023.2.3,59.925991400636754,2023-11-06 13h06.27.901853 +0100,
zug1,0,4,4,15,,,,,68.16737410000042,,,,,,,,,,68.13516849999996,68.16737410000042,70.16732780000075,71.15048600000046,3.0158017999992808,71.9863275000007,"[300, -300]",[0.2675925925925926],[-0.4],[1],[0],[0],[0.8350583000001279],[1],['target_find'],71.98748460000024,73.00154550000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,088980,001,2023-11-06_13h05.06.519,Selektive Wahrnehmung,2023.2.3,59.925991400636754,2023-11-06 13h06.27.901853 +0100,
person1,0,5,5,4,,,,,73.0502948000003,,,,,,,,,,73.00214250000045,73.0502948000003,75.0514402000008,76.01706880000074,3.015602399999807,77.03758880000078,"[-300, 300]",[-0.22314814814814815],[0.38055555555555554],[1],[0],[0],[1.0200463999999556],[1],['target_find'],77.03811610000048,78.0510802000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,088980,001,2023-11-06_13h05.06.519,Selektive Wahrnehmung,2023.2.3,59.925991400636754,2023-11-06 13h06.27.901853 +0100,
flugzeug1,0,6,6,13,,,,,78.1002836000007,,,,,,,,,,78.0515903000005,78.1002836000007,80.10019770000054,81.06662469999992,3.0156106999993426,81.66928410000037,"[300, -300]",[0.2101851851851852],[-0.18796296296296297],[1],[0],[0],[0.6018778000006932],[1],['target_find'],81.67047510000066,82.6844415000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,088980,001,2023-11-06_13h05.06.519,Selektive Wahrnehmung,2023.2.3,59.925991400636754,2023-11-06 13h06.27.901853 +0100,
person2,0,7,7,5,,,,,82.71682740000051,,,,,,,,,,82.68503030000011,82.71682740000051,84.71665830000074,85.73333240000011,2.999177600000621,86.46943960000044,"[-300, -300]",[-0.18703703703703703],[-0.24814814814814815],[1],[0],[0],[0.7845453999998426],[1],['target_find'],86.47051069999998,87.48418000000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,088980,001,2023-11-06_13h05.06.519,Selektive Wahrnehmung,2023.2.3,59.925991400636754,2023-11-06 13h06.27.901853 +0100,
