Target,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Data_transparency.started,key_resp_data_transp.started,Data_transparency.stopped,key_resp_data_transp.keys,key_resp_data_transp.rt,key_resp_data_transp.duration,instructions.started,instructions.stopped,trial.started,target_show.started,target_show.stopped,target_find.started,mouse.started,trial.stopped,target_position_x_y,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,feedback.started,feedback.stopped,instructions_survey.started,instructions_survey.stopped,instructions_ratings.started,instructions_ratings.stopped,survey_ratings.started,survey_ratings.stopped,furcht.response,liebenswert.response,rated_image,survey_gen.started,survey_gen.stopped,age.text,gender.response,survey_games.started,survey_games.stopped,pc_frequency.response,reaction_games_frequency.response,instructions_neuro.started,instructions_neuro.stopped,survey_neuro.started,survey_neuro.stopped,neuro_1_rev.response,neuro_2.response,neuro_3.response,neuro_4_rev.response,survey_fear.started,survey_fear.stopped,specific_fear_spider.response,specific_fear_snake.response,thanks.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
schlange2,0,8,8,3,,,,,64.24637630000052,,,,,,,,,,64.19589710000037,64.24637630000052,66.26005020000048,67.20999920000031,3.014794100000472,67.86296910000056,"[300, 0]",[0.21296296296296297],[0.021296296296296296],[1],[0],[0],[0.6524691000004168],[1],['target_find'],67.8635004000007,68.87758830000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
auto1,0,9,9,12,,,,,68.94309730000077,,,,,,,,,,68.87835780000023,68.94309730000077,70.94304280000051,71.9095797,3.0320590000001175,73.19558039999993,"[300, -300]",[0.32592592592592595],[-0.33055555555555555],[1],[0],[0],[1.2852048999993713],[1],['target_find'],73.19666310000048,74.21159119999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
person2,0,10,10,5,,,,,74.26265600000079,,,,,,,,,,74.21207380000033,74.26265600000079,76.27616570000009,77.24282540000058,3.031520499999715,77.89592130000074,"[0, 300]",[0.04722222222222222],[0.23425925925925925],[1],[0],[0],[0.6520244000003004],[1],['target_find'],77.89710660000037,78.9102937000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
gesicht1,0,11,11,8,,,,,78.95936810000057,,,,,,,,,,78.91088540000055,78.95936810000057,80.95926630000031,81.95917550000013,2.999138700000003,82.62828680000075,"[-300, 0]",[-0.29259259259259257],[0.044444444444444446],[1],[0],[0],[0.7175472000008085],[1],['target_find'],82.62957970000025,83.64409860000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
flugzeug1,0,12,12,13,,,,,83.69536779999999,,,,,,,,,,83.64477280000028,83.69536779999999,85.71010190000015,86.65897040000073,3.0149391999993895,87.81084129999999,"[-300, -300]",[-0.287962962962963],[-0.2537037037037037],[1],[0],[0],[1.1511802000004536],[1],['target_find'],87.81168960000014,88.82655810000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
schiff1,0,13,13,14,,,,,88.8589604000008,,,,,,,,,,88.82706360000066,88.8589604000008,90.85886440000013,91.8589206000006,3.0326389000001654,92.8948233000001,"[300, 0]",[0.3314814814814815],[0.012037037037037037],[1],[0],[0],[1.0348273999998128],[1],['target_find'],92.8958575000006,93.91026970000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
schlange1,0,14,14,2,,,,,93.96176210000067,,,,,,,,,,93.91101620000063,93.96176210000067,95.9766481000006,96.92517960000077,3.0149921000001996,97.79357380000056,"[-300, 0]",[-0.3074074074074074],[-0.04814814814814815],[1],[0],[0],[0.8678190000000541],[1],['target_find'],97.79424280000057,98.80959070000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
gesicht4,0,15,15,11,,,,,98.85856860000058,,,,,,,,,,98.81024830000024,98.85856860000058,100.85839190000024,101.84167210000032,3.0321648999997706,102.60962680000011,"[0, 300]",[0.07222222222222222],[0.1814814814814815],[1],[0],[0],[0.7674087999994299],[1],['target_find'],102.61012200000005,103.62687180000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
schlange1,1,0,16,2,,,,,103.66151160000027,,,,,,,,,,103.62738310000077,103.66151160000027,105.67598290000024,106.6415850000003,3.0147962999999436,107.44453450000037,"[-300, 0]",[-0.26296296296296295],[-0.012037037037037037],[1],[0],[0],[0.8019235000001572],[1],['target_find'],107.44585619999998,108.45944710000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
spinne2,1,1,17,1,,,,,108.65805369999998,,,,,,,,,,108.46036840000033,108.65805369999998,110.65794840000035,111.50800440000057,3.0488098000005266,112.46079160000045,"[0, -300]",[0.06666666666666667],[-0.175],[1],[0],[0],[0.951572999999371],[1],['target_find'],112.46218860000045,113.47589040000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
gesicht3,1,2,18,10,,,,,113.55907680000018,,,,,,,,,,113.47663290000037,113.55907680000018,115.55913740000051,116.54124750000028,3.0654248999999254,117.34399040000062,"[300, -300]",[0.3768518518518518],[-0.2898148148148148],[1],[0],[0],[0.8021711999999752],[1],['target_find'],117.34454690000075,118.35895400000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
person2,1,3,19,5,,,,,118.40748200000053,,,,,,,,,,118.35981590000029,118.40748200000053,120.40772720000041,121.39069090000066,3.0317793000003803,122.09415220000028,"[0, 300]",[0.05740740740740741],[0.22407407407407406],[1],[0],[0],[0.702539799999613],[1],['target_find'],122.09554050000042,123.10822499999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
zug1,1,4,20,15,,,,,123.15719119999994,,,,,,,,,,123.10886730000038,123.15719119999994,125.15861120000045,126.14095020000059,3.0330092000003788,126.99405100000058,"[-300, -300]",[-0.3296296296296296],[-0.32685185185185184],[1],[0],[0],[0.8518976000004841],[1],['target_find'],126.99544500000047,128.0088239000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
schlange2,1,5,21,3,,,,,128.07710490000045,,,,,,,,,,128.00955550000072,128.07710490000045,130.09065230000033,131.0404636000003,3.031708299999991,132.4249703000005,"[300, 300]",[0.3],[0.19166666666666668],[1],[0],[0],[1.3839724999997998],[1],['target_find'],132.42549700000018,133.44109150000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
gruppe2,1,6,22,7,,,,,133.49027530000058,,,,,,,,,,133.44184880000012,133.49027530000058,135.49024400000053,136.4734324000001,3.0324381000000358,137.80882590000056,"[-300, 0]",[-0.30648148148148147],[0.006481481481481481],[1],[0],[0],[1.3347948000000542],[1],['target_find'],137.80938890000016,138.82482450000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
gesicht4,1,7,23,11,,,,,138.8734041000007,,,,,,,,,,138.8257089000008,138.8734041000007,140.87345690000075,141.87346310000066,3.0487358000000313,142.67552310000065,"[300, 300]",[0.2222222222222222],[0.20833333333333334],[1],[0],[0],[0.8012935999995534],[1],['target_find'],142.67650380000032,143.69073630000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
spinne1,1,8,24,0,,,,,143.7405079,,,,,,,,,,143.69156350000048,143.7405079,145.73959920000016,146.72310410000046,3.0324335000004794,147.39203859999998,"[0, 300]",[0.06388888888888888],[0.22314814814814815],[1],[0],[0],[0.6682064999995418],[1],['target_find'],147.39300020000064,148.4072885000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
person1,1,9,25,4,,,,,148.4397837000006,,,,,,,,,,148.40787550000005,148.4397837000006,150.43969180000022,151.4394727000008,2.999118200000339,152.00912560000052,"[-300, 0]",[-0.3453703703703704],[0.06851851851851852],[1],[0],[0],[0.6016880999995919],[1],['target_find'],152.0101009,153.02410540000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
gesicht1,1,10,26,8,,,,,153.05952080000043,,,,,,,,,,153.0245870000008,153.05952080000043,155.07394130000012,156.05599800000073,3.032159899999897,157.97568850000062,"[300, 0]",[0.2564814814814815],[0.04722222222222222],[1],[0],[0],[1.9186122000000978],[1],['target_find'],157.97681030000058,158.99082739999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
gesicht2,1,11,27,9,,,,,159.03914870000062,,,,,,,,,,158.99169390000043,159.03914870000062,161.0392453000004,162.0226371000008,3.0320996999998897,162.87498490000053,"[-300, -300]",[-0.38981481481481484],[-0.3638888888888889],[1],[0],[0],[0.8515153999996983],[1],['target_find'],162.8755142,163.88924430000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
schiff1,1,12,28,14,,,,,163.9221395000004,,,,,,,,,,163.88963930000045,163.9221395000004,165.9224606000007,166.90530650000073,3.0161339999995107,167.85873320000064,"[300, -300]",[0.2712962962962963],[-0.325],[1],[0],[0],[0.9526342999997723],[1],['target_find'],167.85988650000036,168.87312139999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
auto1,1,13,29,12,,,,,168.90572520000023,,,,,,,,,,168.87370680000004,168.90572520000023,170.90543210000033,171.9222322000005,2.9991204999996626,172.57432680000056,"[300, 300]",[0.28703703703703703],[0.3453703703703704],[1],[0],[0],[0.7011556999996174],[1],['target_find'],172.57485130000077,173.58929830000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
gruppe1,1,14,30,6,,,,,173.62197410000044,,,,,,,,,,173.5897556,173.62197410000044,175.62321500000053,176.6051066,3.0158895999993547,177.4239664000006,"[300, -300]",[0.2675925925925926],[-0.18981481481481483],[1],[0],[0],[0.8181934000003821],[1],['target_find'],177.42471660000047,178.4393282000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
flugzeug1,1,15,31,13,,,,,178.48858090000067,,,,,,,,,,178.43992320000052,178.48858090000067,180.48838240000077,181.48849730000074,2.9991823000000295,182.20699240000067,"[300, -300]",[0.29444444444444445],[-0.26296296296296295],[1],[0],[0],[0.7676518999996915],[1],['target_find'],182.20751590000054,183.22386690000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
gesicht4,2,0,32,11,,,,,183.2580168000004,,,,,,,,,,183.22447850000026,183.2580168000004,185.27295240000058,186.2728491000007,2.9991428000002998,187.0247670000008,"[0, -300]",[0.03333333333333333],[-0.2324074074074074],[1],[0],[0],[0.8006192000002557],[1],['target_find'],187.02582620000067,188.03876730000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
gruppe2,2,1,33,7,,,,,188.08817780000027,,,,,,,,,,188.03922740000053,188.08817780000027,190.0880477999999,191.05468640000072,3.0159968999996636,191.84034090000023,"[0, 300]",[0.053703703703703705],[0.2638888888888889],[1],[0],[0],[0.7850143999994543],[1],['target_find'],191.8411853000007,192.85705020000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
spinne1,2,2,34,0,,,,,192.9076003,,,,,,,,,,192.85780539999996,192.9076003,194.9222737,195.8878691,3.030897999999979,197.50707469999998,"[-300, 0]",[-0.30833333333333335],[0.07407407407407407],[1],[0],[0],[1.6184056000001874],[1],['target_find'],197.50814340000034,198.5218358000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
spinne2,2,3,35,1,,,,,198.70420490000015,,,,,,,,,,198.52235130000008,198.70420490000015,200.70430320000014,201.55439370000022,3.0328497000000425,202.39165910000065,"[0, -300]",[-0.025925925925925925],[-0.2175925925925926],[1],[0],[0],[0.8361793000003672],[1],['target_find'],202.39272970000002,203.4055130000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
gruppe1,2,4,36,6,,,,,203.47198060000028,,,,,,,,,,203.40600170000016,203.47198060000028,205.47195350000038,206.47076760000073,3.065534899999875,207.4735696000007,"[0, -300]",[0.05555555555555555],[-0.22962962962962963],[1],[0],[0],[1.0017337999997835],[1],['target_find'],207.47469420000016,208.48813900000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
person1,2,5,37,4,,,,,208.53710030000002,,,,,,,,,,208.48873520000052,208.53710030000002,210.53704650000054,211.52041000000008,3.0325713000001997,212.3382062999999,"[300, 0]",[0.3277777777777778],[-0.03796296296296296],[1],[0],[0],[0.8169896999997945],[1],['target_find'],212.33872070000052,213.35402820000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
zug1,2,6,38,15,,,,,213.38729850000072,,,,,,,,,,213.35432500000024,213.38729850000072,215.38838190000024,216.38763420000032,3.03370299999915,216.92422260000058,"[-300, 0]",[-0.23148148148148148],[0.07685185185185185],[1],[0],[0],[0.5356363999999303],[1],['target_find'],216.92549390000022,217.9389998000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
gesicht1,2,7,39,8,,,,,217.97313450000001,,,,,,,,,,217.93948450000062,217.97313450000001,219.98795860000064,220.95338600000014,3.014462000000094,221.75484300000062,"[-300, 300]",[-0.2962962962962963],[0.2916666666666667],[1],[0],[0],[0.8009366000005684],[1],['target_find'],221.7553065000002,222.7707848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
schlange2,2,8,40,3,,,,,222.81996350000009,,,,,,,,,,222.77120900000045,222.81996350000009,224.81995110000025,225.8031176000004,3.032413999999335,226.5212300000003,"[300, -300]",[0.3351851851851852],[-0.23148148148148148],[1],[0],[0],[0.7176017000001593],[1],['target_find'],226.5217545000005,227.53852820000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
flugzeug1,2,9,41,13,,,,,227.57302830000026,,,,,,,,,,227.53902800000014,227.57302830000026,229.5876259000006,230.56981970000015,3.0313790999998673,231.40649170000052,"[300, 300]",[0.2796296296296296],[0.22314814814814815],[1],[0],[0],[0.8362051000003703],[1],['target_find'],231.40700650000053,232.42149150000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
gesicht2,2,10,42,9,,,,,232.45609310000054,,,,,,,,,,232.4220094000002,232.45609310000054,234.47056770000017,235.45286100000067,3.0314512999993894,236.82171390000076,"[-300, -300]",[-0.3453703703703704],[-0.32685185185185184],[1],[0],[0],[1.3680005999995046],[1],['target_find'],236.82276810000076,237.83689070000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
gesicht3,2,11,43,10,,,,,237.86942180000005,,,,,,,,,,237.83748240000023,237.86942180000005,239.86906309999995,240.86929620000046,3.032481000000189,241.73681230000057,"[0, -300]",[0.030555555555555555],[-0.21944444444444444],[1],[0],[0],[0.8670441000003848],[1],['target_find'],241.7373234000006,242.7536286000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
auto1,2,12,44,12,,,,,242.8023587000007,,,,,,,,,,242.75442550000025,242.8023587000007,244.8023578000002,245.7857825000001,3.0325675000003685,246.88832249999996,"[-300, -300]",[-0.17777777777777778],[-0.1925925925925926],[1],[0],[0],[1.1013208000003942],[1],['target_find'],246.88945650000005,247.90360230000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
person2,2,13,45,5,,,,,247.93880630000058,,,,,,,,,,247.9043395000008,247.93880630000058,249.9532607000001,250.9186019000008,3.015046700000312,251.8887317000008,"[-300, 300]",[-0.26851851851851855],[0.16666666666666666],[1],[0],[0],[0.9692457999999533],[1],['target_find'],251.89013419999992,252.90320760000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
schlange1,2,14,46,2,,,,,252.95203690000017,,,,,,,,,,252.90395750000062,252.95203690000017,254.9519852000003,255.95189120000032,3.048765600000479,257.02154020000035,"[-300, 300]",[-0.25833333333333336],[0.25092592592592594],[1],[0],[0],[1.0687969000000521],[1],['target_find'],257.0227392000006,258.0376490000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
schiff1,2,15,47,14,,,,,258.07130140000027,,,,,,,,,,258.0384146000006,258.07130140000027,260.0849117000007,261.06851110000025,3.0309325999996872,261.98919710000064,"[300, 0]",[0.3296296296296296],[-0.01574074074074074],[1],[0],[0],[0.9198702000003323],[1],['target_find'],261.99024240000017,263.0028191000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
gesicht4,3,0,48,11,,,,,263.06958209999993,,,,,,,,,,263.0035878000008,263.06958209999993,265.0681850000001,266.0529212000001,3.050389600000017,266.8381408000005,"[-300, -300]",[-0.1962962962962963],[-0.18703703703703703],[1],[0],[0],[0.7842060000002675],[1],['target_find'],266.83911030000036,267.8515832000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,067461,001,2023-11-06_13h32.04.059,Selektive Wahrnehmung,2023.2.3,60.002508105054844,2023-11-06 13h32.51.420987 +0100,
