Target,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Data_transparency.started,key_resp_data_transp.started,Data_transparency.stopped,key_resp_data_transp.keys,key_resp_data_transp.rt,key_resp_data_transp.duration,instructions.started,instructions.stopped,trial.started,target_show.started,target_show.stopped,target_find.started,mouse.started,trial.stopped,target_position_x_y,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,feedback.started,feedback.stopped,instructions_survey.started,instructions_survey.stopped,instructions_ratings.started,instructions_ratings.stopped,survey_ratings.started,survey_ratings.stopped,furcht.response,liebenswert.response,rated_image,survey_gen.started,survey_gen.stopped,age.text,gender.response,survey_games.started,survey_games.stopped,pc_frequency.response,reaction_games_frequency.response,instructions_neuro.started,instructions_neuro.stopped,survey_neuro.started,survey_neuro.stopped,neuro_1_rev.response,neuro_2.response,neuro_3.response,neuro_4_rev.response,survey_fear.started,survey_fear.stopped,specific_fear_spider.response,specific_fear_snake.response,thanks.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
auto1,0,8,8,12,,,,,105.53331620013341,,,,,,,,,,105.50128920003772,105.53331620013341,107.53331100009382,108.51650389982387,3.015798000153154,109.36856469977647,"[-300, -300]",[-0.3212962962962963],[-0.30092592592592593],[1],[0],[0],[0.8512368998490274],[1],['target_find'],109.36953849997371,110.38565990002826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
zug1,0,9,9,15,,,,,110.43600780004635,,,,,,,,,,110.38637459976599,110.43600780004635,112.4510764000006,113.43439179984853,3.0488041997887194,114.66859709983692,"[-300, 300]",[-0.3101851851851852],[0.23055555555555557],[1],[0],[0],[1.233709099702537],[1],['target_find'],114.66909520002082,115.68409929983318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gesicht4,0,10,10,11,,,,,115.7328662998043,,,,,,,,,,115.68480159994215,115.7328662998043,117.73290510009974,118.71620499994606,3.0321778003126383,119.56831179978326,"[300, -300]",[0.21574074074074073],[-0.29074074074074074],[1],[0],[0],[0.8512983000837266],[1],['target_find'],119.56945580011234,120.58481299970299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gruppe2,0,11,11,7,,,,,120.65248599974439,,,,,,,,,,120.58554459968582,120.65248599974439,122.66722820000723,123.61594490008429,3.031324699986726,124.46875240001827,"[300, 0]",[0.2712962962962963],[-0.08981481481481482],[1],[0],[0],[0.85181919997558],[1],['target_find'],124.46988900005817,125.48372379969805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
flugzeug1,0,12,12,13,,,,,125.53246109979227,,,,,,,,,,125.48446589987725,125.53246109979227,127.5324607999064,128.51578240003437,3.0321291000582278,129.83495760010555,"[300, 0]",[0.2962962962962963],[-0.028703703703703703],[1],[0],[0],[1.3184260996058583],[1],['target_find'],129.83609949983656,130.85069180000573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gruppe1,0,13,13,6,,,,,130.90175969991833,,,,,,,,,,130.85143529996276,130.90175969991833,132.91659189993516,133.88206179998815,3.031448899768293,134.8827716000378,"[-300, -300]",[-0.26851851851851855],[-0.29074074074074074],[1],[0],[0],[1.0002315999008715],[1],['target_find'],134.883296799846,135.8998722997494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
person2,0,14,14,5,,,,,135.94874730007723,,,,,,,,,,135.90061850007623,135.94874730007723,137.94859169982374,138.91514179995283,3.015337999910116,139.76750469999388,"[-300, 300]",[-0.287962962962963],[0.2601851851851852],[1],[0],[0],[0.851581399794668],[1],['target_find'],139.76860509999096,140.78290629992262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gesicht2,0,15,15,9,,,,,140.81820969982073,,,,,,,,,,140.78347479971126,140.81820969982073,142.8327248999849,143.81495469994843,3.0321253002621233,144.81864259997383,"[0, 300]",[-0.04259259259259259],[0.31574074074074077],[1],[0],[0],[1.0026895999908447],[1],['target_find'],144.81971359997988,145.83289489988238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
schlange1,1,0,16,2,,,,,145.8815365997143,,,,,,,,,,145.83371359994635,145.8815365997143,147.88124909996986,148.86474830005318,3.031918099615723,150.20104430010542,"[-300, 300]",[-0.18611111111111112],[0.2064814814814815],[1],[0],[0],[1.3354905000887811],[1],['target_find'],150.20218549994752,151.2159184999764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
spinne2,1,1,17,1,,,,,151.3979881000705,,,,,,,,,,151.21666810009629,151.3979881000705,153.39805929968134,154.24773970013484,3.031869400292635,155.66702109994367,"[300, -300]",[0.2898148148148148],[-0.3814814814814815],[1],[0],[0],[1.4185311999171972],[1],['target_find'],155.66799840005115,156.68319789972156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
schiff1,1,2,18,14,,,,,156.76584339980036,,,,,,,,,,156.68376269983128,156.76584339980036,158.76577880000696,159.74785290006548,3.0647358996793628,160.65048279985785,"[0, -300]",[-0.025925925925925925],[-0.3194444444444444],[1],[0],[0],[0.9018565001897514],[1],['target_find'],160.65156139992177,161.66650220006704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gesicht2,1,3,19,9,,,,,161.69892850006,,,,,,,,,,161.66709489980713,161.69892850006,163.69882129970938,164.7142591997981,3.0479628001339734,165.5487271999009,"[-300, -300]",[-0.25],[-0.31851851851851853],[1],[0],[0],[0.8337459997273982],[1],['target_find'],165.5492520998232,166.5649417997338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
person2,1,4,20,5,,,,,166.59726399974898,,,,,,,,,,166.56551040010527,166.59726399974898,168.5972651997581,169.5971087999642,3.032376099843532,170.34966989979148,"[300, 0]",[0.29814814814814816],[-0.03796296296296296],[1],[0],[0],[0.7516542002558708],[1],['target_find'],170.35056619998068,171.36514050001279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
flugzeug1,1,5,21,13,,,,,171.43353659985587,,,,,,,,,,171.36592150013894,171.43353659985587,173.44838010007516,174.38038920005783,3.0153189999982715,175.31498269969597,"[300, -300]",[0.2657407407407407],[-0.26666666666666666],[1],[0],[0],[0.9340940997935832],[1],['target_find'],175.31550779985264,176.33123879972845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
spinne1,1,6,22,0,,,,,176.36367439990863,,,,,,,,,,176.33185039972886,176.36367439990863,178.36363739985973,179.3632881999947,3.0321300998330116,180.7992722997442,"[300, -300]",[0.19166666666666668],[-0.27037037037037037],[1],[0],[0],[1.4354546000249684],[1],['target_find'],180.7997881998308,181.81449869973585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gruppe2,1,7,23,7,,,,,181.86327819991857,,,,,,,,,,181.81526720011607,181.86327819991857,183.8632172998041,184.84640399971977,3.032081900164485,186.31530359992757,"[0, 300]",[-0.03796296296296296],[0.3814814814814815],[1],[0],[0],[1.4682555999606848],[1],['target_find'],186.31582649983466,187.33156049996614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gesicht1,1,8,24,8,,,,,187.39949799980968,,,,,,,,,,187.33231130009517,187.39949799980968,189.41340050008148,190.34636269975454,3.015027899760753,191.11554559972137,"[-300, 300]",[-0.25277777777777777],[0.21296296296296297],[1],[0],[0],[0.7681851997040212],[1],['target_find'],191.1166433999315,192.1305577000603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
zug1,1,9,25,15,,,,,192.16293809982017,,,,,,,,,,192.13113200012594,192.16293809982017,194.16276279976591,195.1627027001232,2.9991307999007404,195.81491119973361,"[300, 0]",[0.25833333333333336],[-0.006481481481481481],[1],[0],[0],[0.684043399989605],[1],['target_find'],195.81598789989948,196.83175029978156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gesicht3,1,10,26,10,,,,,196.86378169991076,,,,,,,,,,196.83239320013672,196.86378169991076,198.86393549991772,199.87917169975117,3.0474944999441504,200.76594959991053,"[0, -300]",[0.05],[-0.2759259259259259],[1],[0],[0],[0.8856844999827445],[1],['target_find'],200.76757759973407,201.78040089970455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
schlange2,1,11,27,3,,,,,201.82914729975164,,,,,,,,,,201.7811404997483,201.82914729975164,203.82916310010478,204.81217580009252,3.031850299797952,206.58181389980018,"[300, -300]",[0.3074074074074074],[-0.34074074074074073],[1],[0],[0],[1.7687817001715302],[1],['target_find'],206.58296089991927,207.59735799999908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
auto1,1,12,28,12,,,,,207.63212569989264,,,,,,,,,,207.59797520004213,207.63212569989264,209.64689330011606,210.61193190002814,3.014757900033146,211.28199869999662,"[300, -300]",[0.3074074074074074],[-0.34074074074074073],[1],[0],[0],[0.6689787996001542],[1],['target_find'],211.2833972997032,212.29610490007326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gesicht4,1,13,29,11,,,,,212.32866209978238,,,,,,,,,,212.29660109989345,212.32866209978238,214.32868049992248,215.31198279978707,3.0159570001997054,215.81438650004566,"[300, -300]",[0.3074074074074074],[-0.34074074074074073],[1],[0],[0],[0.5016288999468088],[1],['target_find'],215.81549829989672,216.82999440003186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gruppe1,1,14,30,6,,,,,216.8650996000506,,,,,,,,,,216.8305970998481,216.8650996000506,218.8793381997384,219.8618165999651,3.0319384997710586,220.78089609974995,"[-300, 0]",[-0.2851851851851852],[-0.04259259259259259],[1],[0],[0],[0.9182974002324045],[1],['target_find'],220.78179759997874,221.7961424998939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
person1,1,15,31,4,,,,,221.8448401996866,,,,,,,,,,221.7969120000489,221.8448401996866,223.84492349997163,224.82809819979593,3.0320250997319818,225.8643573001027,"[-300, 300]",[-0.25462962962962965],[0.27037037037037037],[1],[0],[0],[1.0353367002680898],[1],['target_find'],225.86584419989958,226.87819929979742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
zug1,2,0,32,15,,,,,226.91256590001285,,,,,,,,,,226.87844510003924,226.91256590001285,228.929190099705,229.91137519991025,3.0333877000957727,231.24814409995452,"[-300, -300]",[-0.29074074074074074],[-0.2657407407407407],[1],[0],[0],[1.3355733999051154],[1],['target_find'],231.24955949978903,232.2618860998191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gruppe1,2,1,33,6,,,,,232.2945559998043,,,,,,,,,,232.2623752998188,232.2945559998043,234.29452739981934,235.27731229970232,3.0154852997511625,236.13246889971197,"[300, 0]",[0.2777777777777778],[-0.05555555555555555],[1],[0],[0],[0.8541556997224689],[1],['target_find'],236.1338840997778,237.1450187000446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
flugzeug1,2,2,34,13,,,,,237.17899890011176,,,,,,,,,,237.1454933998175,237.17899890011176,239.19535179995,240.16051279986277,3.0155602996237576,241.613753200043,"[300, 300]",[0.19074074074074074],[0.27037037037037037],[1],[0],[0],[1.4524620999582112],[1],['target_find'],241.61483330000192,242.62820489984006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gesicht3,2,3,35,10,,,,,242.67739519989118,,,,,,,,,,242.62876740004867,242.67739519989118,244.6773528996855,245.64361559972167,3.015467799734324,246.3631261996925,"[0, -300]",[-0.05185185185185185],[-0.26481481481481484],[1],[0],[0],[0.7188083999790251],[1],['target_find'],246.3641083999537,247.3794768997468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gesicht1,2,4,36,8,,,,,247.4302249001339,,,,,,,,,,247.38005969999358,247.4302249001339,249.44497489975765,250.41050509968773,2.9990179003216326,251.2802936998196,"[-300, -300]",[-0.2851851851851852],[-0.2972222222222222],[1],[0],[0],[0.9005801002494991],[1],['target_find'],251.28148890007287,252.29482859978452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
schlange2,2,5,37,3,,,,,252.34371019992977,,,,,,,,,,252.29557659989223,252.34371019992977,254.34357680007815,255.32667639991269,3.0320207001641393,256.9803867000155,"[-300, 300]",[-0.22962962962962963],[0.28425925925925927],[1],[0],[0],[1.6528320997022092],[1],['target_find'],256.98129539983347,257.9951790999621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gruppe2,2,6,38,7,,,,,258.0462166001089,,,,,,,,,,257.9957968997769,258.0462166001089,260.061273700092,261.01122209988534,3.0161331999115646,262.11213729996234,"[0, 300]",[-0.04537037037037037],[0.31666666666666665],[1],[0],[0],[1.1000990997999907],[1],['target_find'],262.1131850001402,263.1273177997209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
person2,2,7,39,5,,,,,263.1598104001023,,,,,,,,,,263.12793130008504,263.1598104001023,265.1597532997839,266.14271999988705,3.0154570997692645,266.7798019000329,"[300, 0]",[0.22777777777777777],[0.005555555555555556],[1],[0],[0],[0.6361362999305129],[1],['target_find'],266.7814889997244,267.79387179994956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gesicht4,2,8,40,11,,,,,267.82634230004624,,,,,,,,,,267.7944467999041,267.82634230004624,269.8276283997111,270.8091087997891,3.015297199599445,271.61303679971024,"[0, 300]",[-0.010185185185185186],[0.27314814814814814],[1],[0],[0],[0.8030373998917639],[1],['target_find'],271.61444510007277,272.6271063000895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gesicht2,2,9,41,9,,,,,272.6759862997569,,,,,,,,,,272.62784019997343,272.6759862997569,274.6758890999481,275.6760072000325,3.0489726001396775,276.37871069973335,"[-300, 0]",[-0.2175925925925926],[0.013888888888888888],[1],[0],[0],[0.7018714002333581],[1],['target_find'],276.379775499925,277.3946301001124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
schiff1,2,10,42,14,,,,,277.42715810006484,,,,,,,,,,277.3951650997624,277.42715810006484,279.4269479997456,280.44251680001616,2.999268400017172,281.0614458001219,"[-300, 0]",[-0.21666666666666667],[0.027777777777777776],[1],[0],[0],[0.6663305000402033],[1],['target_find'],281.0624353000894,282.0762263997458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
auto1,2,11,43,12,,,,,282.1089472998865,,,,,,,,,,282.0766215999611,282.1089472998865,284.10884450003505,285.1087790997699,3.032634499948472,286.164344499819,"[0, 300]",[0.012962962962962963],[0.225],[1],[0],[0],[1.0543788997456431],[1],['target_find'],286.16615229984745,287.1777738998644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
schlange1,2,12,44,2,,,,,287.22851149970666,,,,,,,,,,287.17858760012314,287.22851149970666,289.243387399707,290.22534859972075,3.0476616001687944,291.0613402999006,"[300, 0]",[0.24166666666666667],[-0.02962962962962963],[1],[0],[0],[0.8351611001417041],[1],['target_find'],291.0623933998868,292.0764456000179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
spinne1,2,13,45,0,,,,,292.1084238998592,,,,,,,,,,292.07719639968127,292.1084238998592,294.1085000997409,295.1084913997911,3.0321246995590627,296.9597728997469,"[300, -300]",[0.22962962962962963],[-0.28888888888888886],[1],[0],[0],[1.8506675004027784],[1],['target_find'],296.9603895000182,297.97616179985926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
spinne2,2,14,46,1,,,,,298.19149830006063,,,,,,,,,,297.9769295998849,298.19149830006063,300.19153389986604,301.0248773000203,3.0487875998951495,301.94484789995477,"[300, 0]",[0.2962962962962963],[0.001851851851851852],[1],[0],[0],[0.9190496997907758],[1],['target_find'],301.9462422998622,302.95935939997435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
person1,2,15,47,4,,,,,303.026012300048,,,,,,,,,,302.95965520013124,303.026012300048,305.0258879000321,306.0259229000658,3.066649700049311,307.11164569994435,"[0, -300]",[0.017592592592592594],[-0.3333333333333333],[1],[0],[0],[1.084841599687934],[1],['target_find'],307.1127209998667,308.1253431998193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
schiff1,3,0,48,14,,,,,308.16078789997846,,,,,,,,,,308.12584919994697,308.16078789997846,310.1749505000189,311.1409239997156,3.0156597001478076,312.14303869986907,"[-300, -300]",[-0.3712962962962963],[-0.2953703703703704],[1],[0],[0],[1.0013833004049957],[1],['target_find'],312.14396920008585,313.1589367999695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
