Target,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Data_transparency.started,key_resp_data_transp.started,Data_transparency.stopped,key_resp_data_transp.keys,key_resp_data_transp.rt,key_resp_data_transp.duration,instructions.started,instructions.stopped,trial.started,target_show.started,target_show.stopped,target_find.started,mouse.started,trial.stopped,target_position_x_y,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,feedback.started,feedback.stopped,instructions_survey.started,instructions_survey.stopped,instructions_ratings.started,instructions_ratings.stopped,survey_ratings.started,survey_ratings.stopped,furcht.response,liebenswert.response,rated_image,survey_gen.started,survey_gen.stopped,age.text,gender.response,survey_games.started,survey_games.stopped,pc_frequency.response,reaction_games_frequency.response,instructions_neuro.started,instructions_neuro.stopped,survey_neuro.started,survey_neuro.stopped,neuro_1_rev.response,neuro_2.response,neuro_3.response,neuro_4_rev.response,survey_fear.started,survey_fear.stopped,specific_fear_spider.response,specific_fear_snake.response,thanks.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
gesicht3,3,1,49,10,,,,,313.20759249990806,,,,,,,,,,313.1597058000043,313.20759249990806,315.20755759999156,316.1909098001197,3.0320489001460373,317.1938275001012,"[0, -300]",[-0.06944444444444445],[-0.2962962962962963],[1],[0],[0],[1.0020492002367973],[1],['target_find'],317.19527899986133,318.209971500095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
person2,3,2,50,5,,,,,318.24167429981753,,,,,,,,,,318.2107122000307,318.24167429981753,320.24076949991286,321.2571550998837,3.047254200093448,321.99364779982716,"[300, 0]",[0.19074074074074074],[-0.10092592592592593],[1],[0],[0],[0.7357080997899175],[1],['target_find'],321.9946467000991,323.00853369990364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
person1,3,3,51,4,,,,,323.0404105000198,,,,,,,,,,323.0092723998241,323.0404105000198,325.04046260006726,326.04040509974584,3.032049700152129,326.8437824998982,"[0, 300]",[0.01574074074074074],[0.24351851851851852],[1],[0],[0],[0.8022602000273764],[1],['target_find'],326.84516120003536,327.8585084998049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gesicht1,3,4,52,8,,,,,327.9249295000918,,,,,,,,,,327.85924499994144,327.9249295000918,329.9249057001434,330.88982759974897,3.03137020021677,331.84125619987026,"[-300, 300]",[-0.24074074074074073],[0.24722222222222223],[1],[0],[0],[0.9509025001898408],[1],['target_find'],331.8417957001366,332.85685229999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
flugzeug1,3,5,53,13,,,,,332.88971269968897,,,,,,,,,,332.85720669990405,332.88971269968897,334.88958489988,335.8731184997596,3.016350499819964,336.8261734000407,"[300, 0]",[0.3453703703703704],[-0.06388888888888888],[1],[0],[0],[0.9525882001034915],[1],['target_find'],336.8266897001304,337.8411199999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gruppe1,3,6,54,6,,,,,337.90974419983104,,,,,,,,,,337.8419181997888,337.90974419983104,339.9244670998305,340.8727543000132,3.0316898999735713,341.55877629993483,"[0, 300]",[0.05925925925925926],[0.24166666666666667],[1],[0],[0],[0.685332200024277],[1],['target_find'],341.559673700016,342.5737608000636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
zug1,3,7,55,15,,,,,342.6064447998069,,,,,,,,,,342.5742941997014,342.6064447998069,344.60635400004685,345.6062972997315,3.0327431997284293,347.09148389985785,"[0, -300]",[0.011111111111111112],[-0.2574074074074074],[1],[0],[0],[1.4843375999480486],[1],['target_find'],347.0923309000209,348.1078578000888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
spinne1,3,8,56,0,,,,,348.1426928997971,,,,,,,,,,348.1082190996967,348.1426928997971,350.1572444997728,351.13948519993573,3.031714600045234,352.57562759984285,"[0, -300]",[-0.04351851851851852],[-0.2833333333333333],[1],[0],[0],[1.4352225000038743],[1],['target_find'],352.57701240014285,353.59166989987716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
auto1,3,9,57,12,,,,,353.625727399718,,,,,,,,,,353.5924362000078,353.625727399718,355.6397107001394,356.62252169987187,3.030922499950975,357.3749652998522,"[300, 0]",[0.22777777777777777],[-0.06944444444444445],[1],[0],[0],[0.7516801999881864],[1],['target_find'],357.37593750003725,358.39011749997735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
spinne2,3,10,58,1,,,,,358.5888764997944,,,,,,,,,,358.39080860000104,358.5888764997944,360.58886169968173,361.43880009977147,3.048754299990833,361.87542730011046,"[300, 0]",[0.23055555555555557],[-0.06944444444444445],[1],[0],[0],[0.4357664999552071],[1],['target_find'],361.87658139970154,362.8887751000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
schlange1,3,11,59,2,,,,,362.9567255997099,,,,,,,,,,362.8889982998371,362.9567255997099,364.95654699997976,365.95666859997436,3.0679927999153733,367.14138919999823,"[300, -300]",[0.26666666666666666],[-0.27314814814814814],[1],[0],[0],[1.1836455999873579],[1],['target_find'],367.14236399997026,368.1556198997423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gesicht4,3,12,60,11,,,,,368.18862449983135,,,,,,,,,,368.15591019997373,368.18862449983135,370.18844049982727,371.18850430008024,3.0329738999716938,371.7578917997889,"[-300, 0]",[-0.3074074074074074],[-0.021296296296296296],[1],[0],[0],[0.5686089000664651],[1],['target_find'],371.75896519981325,372.7740382999182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gruppe2,3,13,61,7,,,,,372.8249262999743,,,,,,,,,,372.77467329986393,372.8249262999743,374.839459199924,375.8050498999655,3.0310953999869525,377.27417320013046,"[-300, -300]",[-0.2712962962962963],[-0.35555555555555557],[1],[0],[0],[1.4683390003629029],[1],['target_find'],377.27531229984015,378.2889860998839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gesicht2,3,14,62,9,,,,,378.3213833998889,,,,,,,,,,378.28958109999076,378.3213833998889,380.3214202998206,381.30439519975334,3.015594699885696,382.10736020002514,"[-300, 300]",[-0.3194444444444444],[0.3861111111111111],[1],[0],[0],[0.802348599769175],[1],['target_find'],382.1078381999396,383.12146009970456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
schlange2,3,15,63,3,,,,,383.1575528001413,,,,,,,,,,383.1217124001123,383.1575528001413,385.17231340007856,386.154546899721,3.033189299982041,387.5735184000805,"[-300, 300]",[-0.2916666666666667],[0.30925925925925923],[1],[0],[0],[1.4182053999975324],[1],['target_find'],387.5744346999563,388.588964600116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gesicht4,4,0,64,11,,,,,388.63763239979744,,,,,,,,,,388.5896990997717,388.63763239979744,390.6376259000972,391.6376201999374,3.048738499637693,392.35713839996606,"[300, 0]",[0.2037037037037037],[0.05092592592592592],[1],[0],[0],[0.7187124998308718],[1],['target_find'],392.35819579986855,393.37173309968784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gruppe2,4,1,65,7,,,,,393.40428839996457,,,,,,,,,,393.37227619998157,393.40428839996457,395.4040280999616,396.38699929974973,3.015320399776101,397.08971039997414,"[0, 300]",[0.023148148148148147],[0.24351851851851852],[1],[0],[0],[0.7019968996755779],[1],['target_find'],397.0906205000356,398.10494160000235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
spinne1,4,2,66,0,,,,,398.13712379988283,,,,,,,,,,398.1056936001405,398.13712379988283,400.1384326997213,401.13720079977065,3.032338600140065,403.83874009968713,"[0, -300]",[-0.006481481481481481],[-0.21296296296296297],[1],[0],[0],[2.7008512997999787],[1],['target_find'],403.83951820014045,404.8539195000194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
schiff1,4,3,67,14,,,,,404.8865189999342,,,,,,,,,,404.85438699973747,404.8865189999342,406.886447600089,407.87023449968547,3.0165510000661016,408.85624120011926,"[0, 300]",[-0.01574074074074074],[0.2611111111111111],[1],[0],[0],[0.9848885997198522],[1],['target_find'],408.85766799980775,409.8704119999893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
flugzeug1,4,4,68,13,,,,,409.9031523996964,,,,,,,,,,409.87089079990983,409.9031523996964,411.90332080004737,412.8862483999692,3.01589829986915,413.7399490997195,"[-300, -300]",[-0.29907407407407405],[-0.3685185185185185],[1],[0],[0],[0.8527935999445617],[1],['target_find'],413.74138200003654,414.7545843999833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gesicht3,4,5,69,10,,,,,414.80623220000416,,,,,,,,,,414.75516870012507,414.80623220000416,416.82096230005845,417.76981239998713,3.015307000372559,418.32439399976283,"[0, -300]",[-0.09444444444444444],[-0.22314814814814815],[1],[0],[0],[0.5535841998644173],[1],['target_find'],418.3258131998591,419.3374884999357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
person2,4,6,70,5,,,,,419.3864092999138,,,,,,,,,,419.33822079980746,419.3864092999138,421.3861680999398,422.36944339983165,3.032021400053054,423.2220584996976,"[0, 300]",[-0.004629629629629629],[0.32685185185185184],[1],[0],[0],[0.8518523001112044],[1],['target_find'],423.2230453998782,424.2368795000948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
person1,4,7,71,4,,,,,424.26939699985087,,,,,,,,,,424.23730769986287,424.26939699985087,426.26935199974105,427.2693115998991,3.032677299808711,428.3722894997336,"[-300, -300]",[-0.337037037037037],[-0.2537037037037037],[1],[0],[0],[1.1019532000645995],[1],['target_find'],428.3733308999799,429.3871698998846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gesicht2,4,8,72,9,,,,,429.4358413000591,,,,,,,,,,429.38791019981727,429.4358413000591,431.4368452001363,432.4191574999131,3.0320677999407053,432.9710015999153,"[-300, -300]",[-0.2953703703703704],[-0.23703703703703705],[1],[0],[0],[0.5511590000241995],[1],['target_find'],432.97170200012624,433.9864444998093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
spinne2,4,9,73,1,,,,,434.16909139975905,,,,,,,,,,433.98698769975454,434.16909139975905,436.16880819993094,437.0354562001303,2.9991019000299275,438.3227534000762,"[300, 300]",[0.1962962962962963],[0.24537037037037038],[1],[0],[0],[1.3360474999062717],[1],['target_find'],438.3240466997959,439.33620409993455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
schlange2,4,10,74,3,,,,,439.42024279991165,,,,,,,,,,439.3366864998825,439.42024279991165,441.42004489991814,442.40201890002936,3.0658950000070035,443.0881683998741,"[300, 0]",[0.2962962962962963],[-0.014814814814814815],[1],[0],[0],[0.685166799928993],[1],['target_find'],443.0895488001406,444.102637199685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gesicht1,4,11,75,8,,,,,444.1353555000387,,,,,,,,,,444.1031129998155,444.1353555000387,446.13481550011784,447.1182730998844,3.015711300075054,447.73918560007587,"[300, 0]",[0.29907407407407405],[-0.021296296296296296],[1],[0],[0],[0.6204535998404026],[1],['target_find'],447.73971730004996,448.75278609991074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
auto1,4,12,76,12,,,,,448.8017063001171,,,,,,,,,,448.7534734001383,448.8017063001171,450.8023259998299,451.7862559999339,3.0335629996843636,452.6703773001209,"[-300, 300]",[-0.31851851851851853],[0.2574074074074074],[1],[0],[0],[0.8833976997993886],[1],['target_find'],452.6712195998989,453.6861128997989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
zug1,4,13,77,15,,,,,453.73779879976064,,,,,,,,,,453.68686669971794,453.73779879976064,455.7521079997532,456.7180884000845,3.0320452000014484,457.9375800001435,"[300, 300]",[0.22962962962962963],[0.25833333333333336],[1],[0],[0],[1.2190502001903951],[1],['target_find'],457.93811280000955,458.9516086000949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
gruppe1,4,14,78,6,,,,,458.98453349992633,,,,,,,,,,458.95188129972667,458.98453349992633,460.984403999988,461.98427829984576,3.0327441999688745,462.5374409998767,"[-300, 0]",[-0.2074074074074074],[-0.05185185185185185],[1],[0],[0],[0.5527082001790404],[1],['target_find'],462.53793379990384,463.55198769969866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
schlange1,4,15,79,2,,,,,463.5874196998775,,,,,,,,,,463.5525497999042,463.5874196998775,465.60222279978916,466.56742550013587,3.015493799932301,467.37194349989295,"[300, 0]",[0.19814814814814816],[-0.001851851851851852],[1],[0],[0],[0.8037538998760283],[1],['target_find'],467.3729750998318,468.38549689995125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
,,,,,0,0,0,0,473.45364949991927,,,,,,,,,,,,,,,,,,,,,,,,,,,468.4126768996939,471.5859078997746,471.5859479000792,473.3867370998487,473.38786569982767,485.6587263001129,4.0,1.0,gesicht3,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
,,,,,1,0,1,0,485.71945999981835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.65906659979373,494.15858169971034,1.0,5.0,gruppe1,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
,,,,,2,0,2,0,494.21910269977525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.1589020998217,501.6074243998155,1.0,4.0,flugzeug1,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
,,,,,3,0,3,0,501.66889719991013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.60773609997705,511.2068396997638,1.0,3.0,schlange2,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
,,,,,4,0,4,0,511.2685501999222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.2071308000013,518.5738246999681,4.0,1.0,gesicht2,,,,,,,,,,,,,,,,,,,,,,039042,001,2023-11-06_14h26.32.269,Selektive Wahrnehmung,2023.2.3,60.01179839543018,2023-11-06 14h27.00.981224 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.5778868999332,525.2350916001014, 19,1.0,525.2351139998063,536.3395400000736,2.0,1.0,536.3395600998774,542.1503268997185,542.1503641000018,562.9929499998689,2.0,4.0,4.0,2.0,562.9929745998234,571.571034300141,4.0,4.0,571.5710543999448,,,,,,,,
