Target,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Data_transparency.started,key_resp_data_transp.started,Data_transparency.stopped,key_resp_data_transp.keys,key_resp_data_transp.rt,key_resp_data_transp.duration,instructions.started,instructions.stopped,trial.started,target_show.started,target_show.stopped,target_find.started,mouse.started,trial.stopped,target_position_x_y,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,feedback.started,feedback.stopped,instructions_survey.started,instructions_survey.stopped,instructions_ratings.started,instructions_ratings.stopped,survey_ratings.started,survey_ratings.stopped,furcht.response,liebenswert.response,rated_image,survey_gen.started,survey_gen.stopped,age.text,gender.response,survey_games.started,survey_games.stopped,pc_frequency.response,reaction_games_frequency.response,instructions_neuro.started,instructions_neuro.stopped,survey_neuro.started,survey_neuro.stopped,neuro_1_rev.response,neuro_2.response,neuro_3.response,neuro_4_rev.response,survey_fear.started,survey_fear.stopped,specific_fear_spider.response,specific_fear_snake.response,thanks.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.004507901147007942,0.024336913600564003,1.8954578526318073,z,1.8671310152858496,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250286,001,2023-11-06_13h59.35.775,Selektive Wahrnehmung,2023.2.3,60.1388003439243,2023-11-06 14h00.48.218455 +0100,
,,,,,,,,,,,,,,,,,1.8955050706863403,19.51279523409903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250286,001,2023-11-06_13h59.35.775,Selektive Wahrnehmung,2023.2.3,60.1388003439243,2023-11-06 14h00.48.218455 +0100,
schiff1,0,0,0,14,,,,,19.76827409118414,,,,,,,,,,19.534896686673164,19.76827409118414,21.776352357119322,22.52957441844046,3.0169259570538998,23.995194571092725,"[-300, -300]",[-0.20092592592592592],[-0.32037037037037036],[1],[0],[0],[1.4647625461220741],[1],['target_find'],23.997096944600344,25.010520234704018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250286,001,2023-11-06_13h59.35.775,Selektive Wahrnehmung,2023.2.3,60.1388003439243,2023-11-06 14h00.48.218455 +0100,
flugzeug1,0,1,1,13,,,,,25.083059364929795,,,,,,,,,,25.011113304644823,25.083059364929795,27.093273820355535,28.01298524439335,3.002690291032195,29.37822583131492,"[300, 0]",[0.24074074074074073],[-0.017592592592592594],[1],[0],[0],[1.3644142728298903],[1],['target_find'],29.378997817635536,30.393887711688876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250286,001,2023-11-06_13h59.35.775,Selektive Wahrnehmung,2023.2.3,60.1388003439243,2023-11-06 14h00.48.218455 +0100,
spinne1,0,2,2,0,,,,,30.430210893973708,,,,,,,,,,30.39448220282793,30.430210893973708,32.4434285312891,33.39660730026662,3.0029349140822887,34.245898716151714,"[-300, 0]",[-0.2324074074074074],[-0.008333333333333333],[1],[0],[0],[0.8485817238688469],[1],['target_find'],34.2464001942426,35.26086996123195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250286,001,2023-11-06_13h59.35.775,Selektive Wahrnehmung,2023.2.3,60.1388003439243,2023-11-06 14h00.48.218455 +0100,
zug1,0,3,3,15,,,,,35.298561898991466,,,,,,,,,,35.261525893583894,35.298561898991466,37.30999890342355,38.276257921010256,3.01545537263155,39.5109201669693,"[300, 0]",[0.22777777777777777],[-0.04351851851851852],[1],[0],[0],[1.2341505270451307],[1],['target_find'],39.51140343956649,40.527787528932095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250286,001,2023-11-06_13h59.35.775,Selektive Wahrnehmung,2023.2.3,60.1388003439243,2023-11-06 14h00.48.218455 +0100,
gesicht4,0,4,4,11,,,,,40.68227952718735,,,,,,,,,,40.52850888296962,40.68227952718735,42.6932676769793,43.54737504757941,3.019814223051071,44.561265114694834,"[300, 300]",[0.29907407407407405],[0.30277777777777776],[1],[0],[0],[1.013142827898264],[1],['target_find'],44.56189885921776,45.57725268416107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250286,001,2023-11-06_13h59.35.775,Selektive Wahrnehmung,2023.2.3,60.1388003439243,2023-11-06 14h00.48.218455 +0100,
gruppe2,0,5,5,7,,,,,45.61399286612868,,,,,,,,,,45.57784603908658,45.61399286612868,47.62676818855107,48.57989148981869,3.0028706286102533,49.59539891593158,"[300, 0]",[0.30277777777777776],[-0.016666666666666666],[1],[0],[0],[1.0145192611962557],[1],['target_find'],49.596435436978936,50.61067309603095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250286,001,2023-11-06_13h59.35.775,Selektive Wahrnehmung,2023.2.3,60.1388003439243,2023-11-06 14h00.48.218455 +0100,
gruppe1,0,6,6,6,,,,,50.81932218931615,,,,,,,,,,50.611268727108836,50.81932218931615,52.82682701200247,53.6151883918792,3.004726354032755,54.212518410757184,"[300, 0]",[0.1685185185185185],[-0.023148148148148147],[1],[0],[0],[0.5963264927268028],[1],['target_find'],54.21371137723327,55.22740716673434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250286,001,2023-11-06_13h59.35.775,Selektive Wahrnehmung,2023.2.3,60.1388003439243,2023-11-06 14h00.48.218455 +0100,
schlange2,0,7,7,3,,,,,55.288072384893894,,,,,,,,,,55.2279865834862,55.288072384893894,57.29348681308329,58.22633679769933,2.9990047235041857,58.92947247251868,"[300, 0]",[0.21851851851851853],[-0.021296296296296296],[1],[0],[0],[0.7024231385439634],[1],['target_find'],58.930352265015244,59.94492585398257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250286,001,2023-11-06_13h59.35.775,Selektive Wahrnehmung,2023.2.3,60.1388003439243,2023-11-06 14h00.48.218455 +0100,
