Target,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Data_transparency.started,key_resp_data_transp.started,Data_transparency.stopped,key_resp_data_transp.keys,key_resp_data_transp.rt,key_resp_data_transp.duration,instructions.started,instructions.stopped,trial.started,target_show.started,target_show.stopped,target_find.started,mouse.started,trial.stopped,target_position_x_y,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,feedback.started,feedback.stopped,instructions_survey.started,instructions_survey.stopped,instructions_ratings.started,instructions_ratings.stopped,survey_ratings.started,survey_ratings.stopped,furcht.response,liebenswert.response,rated_image,survey_gen.started,survey_gen.stopped,age.text,gender.response,survey_games.started,survey_games.stopped,pc_frequency.response,reaction_games_frequency.response,instructions_neuro.started,instructions_neuro.stopped,survey_neuro.started,survey_neuro.stopped,neuro_1_rev.response,neuro_2.response,neuro_3.response,neuro_4_rev.response,survey_fear.started,survey_fear.stopped,specific_fear_spider.response,specific_fear_snake.response,thanks.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.021369500000218977,0.03786070000023756,32.81985010000062,z,32.776081899999554,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,087797,001,2023-11-13_13h40.54.370,Selektive Wahrnehmung,2023.2.3,59.96390173158958,2023-11-13 14h01.45.844709 +0100,
,,,,,,,,,,,,,,,,,32.819911200000206,270.9210813000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,087797,001,2023-11-13_13h40.54.370,Selektive Wahrnehmung,2023.2.3,59.96390173158958,2023-11-13 14h01.45.844709 +0100,
spinne1,0,0,0,0,,,,,270.97666520000166,,,,,,,,,,270.9331888000015,270.97666520000166,272.9914006000017,273.9414693000017,3.020458699998926,274.99433300000055,"[0, -300]",[0.027777777777777776],[-0.21481481481481482],[1],[0],[0],[1.051652300000569],[1],['target_find'],274.9974725000011,276.0065439000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,087797,001,2023-11-13_13h40.54.370,Selektive Wahrnehmung,2023.2.3,59.96390173158958,2023-11-13 14h01.45.844709 +0100,
auto1,0,1,1,12,,,,,276.04019900000094,,,,,,,,,,276.00677580000047,276.04019900000094,278.03976820000025,279.0230508000004,3.0165965000014694,281.09300220000114,"[-300, 0]",[-0.2657407407407407],[-0.02962962962962963],[1],[0],[0],[2.069150199999058],[1],['target_find'],281.0941778000015,282.1082688000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,087797,001,2023-11-13_13h40.54.370,Selektive Wahrnehmung,2023.2.3,59.96390173158958,2023-11-13 14h01.45.844709 +0100,
gesicht2,0,2,2,9,,,,,282.14298470000176,,,,,,,,,,282.1090511000002,282.14298470000176,284.15639660000124,285.12264160000086,3.0144249000004493,285.9084111000011,"[0, -300]",[0.009259259259259259],[-0.2222222222222222],[1],[0],[0],[0.7851279999995313],[1],['target_find'],285.90922560000035,286.9237968000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,087797,001,2023-11-13_13h40.54.370,Selektive Wahrnehmung,2023.2.3,59.96390173158958,2023-11-13 14h01.45.844709 +0100,
person2,0,3,3,5,,,,,286.95620400000007,,,,,,,,,,286.9243660000011,286.95620400000007,288.9561085000005,289.95579350000116,2.999077300000863,290.77475910000067,"[0, 300]",[-0.006481481481481481],[0.17222222222222222],[1],[0],[0],[0.8509125000000495],[1],['target_find'],290.775633700001,291.79144870000164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,087797,001,2023-11-13_13h40.54.370,Selektive Wahrnehmung,2023.2.3,59.96390173158958,2023-11-13 14h01.45.844709 +0100,
gesicht4,0,4,4,11,,,,,291.8259857000012,,,,,,,,,,291.79198890000043,291.8259857000012,293.8392246000003,294.8225084000005,3.031133399999817,295.4919727000015,"[300, 0]",[0.35],[-0.08055555555555556],[1],[0],[0],[0.668634399999064],[1],['target_find'],295.49316250000084,296.50664600000164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,087797,001,2023-11-13_13h40.54.370,Selektive Wahrnehmung,2023.2.3,59.96390173158958,2023-11-13 14h01.45.844709 +0100,
gesicht1,0,5,5,8,,,,,296.62227520000124,,,,,,,,,,296.5072598000006,296.62227520000124,298.62233730000116,299.55561600000146,2.999026999999842,300.24200050000036,"[0, 300]",[0.022222222222222223],[0.287962962962963],[1],[0],[0],[0.7352482999995118],[1],['target_find'],300.2430563000016,301.2567435000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,087797,001,2023-11-13_13h40.54.370,Selektive Wahrnehmung,2023.2.3,59.96390173158958,2023-11-13 14h01.45.844709 +0100,
gruppe1,0,6,6,6,,,,,301.388858100001,,,,,,,,,,301.2574960000002,301.388858100001,303.3888371000012,304.3053566000017,3.0488986000000295,305.24179790000017,"[0, 300]",[-0.011111111111111112],[0.18981481481481483],[1],[0],[0],[0.9353305000004184],[1],['target_find'],305.2429662000013,306.256537700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,087797,001,2023-11-13_13h40.54.370,Selektive Wahrnehmung,2023.2.3,59.96390173158958,2023-11-13 14h01.45.844709 +0100,
gruppe2,0,7,7,7,,,,,306.3885222000008,,,,,,,,,,306.25732700000117,306.3885222000008,308.3897810000017,309.30534010000156,3.048870300000999,310.5581355000013,"[-300, -300]",[-0.2740740740740741],[-0.2388888888888889],[1],[0],[0],[1.2519962999995187],[1],['target_find'],310.5592005000017,311.5729485000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,087797,001,2023-11-13_13h40.54.370,Selektive Wahrnehmung,2023.2.3,59.96390173158958,2023-11-13 14h01.45.844709 +0100,
