Target,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Data_transparency.started,key_resp_data_transp.started,Data_transparency.stopped,key_resp_data_transp.keys,key_resp_data_transp.rt,key_resp_data_transp.duration,instructions.started,instructions.stopped,trial.started,trial.stopped,target_position_x_y,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,feedback.started,feedback.stopped,instructions_survey.started,instructions_survey.stopped,instructions_ratings.started,instructions_ratings.stopped,survey_ratings.started,survey_ratings.stopped,furcht.response,liebenswert.response,rated_image,survey_gen.started,survey_gen.stopped,age.text,gender.response,survey_games.started,survey_games.stopped,pc_frequency.response,reaction_games_frequency.response,instructions_neuro.started,instructions_neuro.stopped,survey_neuro.started,survey_neuro.stopped,neuro_1_rev.response,neuro_2.response,neuro_3.response,neuro_4_rev.response,survey_fear.started,survey_fear.stopped,specific_fear_spider.response,specific_fear_snake.response,thanks.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
zug1,3,8,56,15,,,,,407.6820844000031,,,,,,,,,,406.826069200004,406.83909180000774,"[300, 0]",[],[],[],[],[],[],[],[],406.83944849998807,406.8440067000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
gesicht4,3,9,57,11,,,,,407.6820844000031,,,,,,,,,,406.84417779999785,406.85759279999183,"[300, 0]",[],[],[],[],[],[],[],[],406.8579725000018,406.8625715000089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
spinne1,3,10,58,0,,,,,407.6820844000031,,,,,,,,,,406.86292459999095,406.87623739999253,"[-300, 300]",[],[],[],[],[],[],[],[],406.8765879999846,406.8814266999834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
gesicht2,3,11,59,9,,,,,407.6820844000031,,,,,,,,,,406.8816860000079,406.89684619999025,"[300, -300]",[],[],[],[],[],[],[],[],406.8972406999965,406.9025230999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
schlange1,3,12,60,2,,,,,407.6820844000031,,,,,,,,,,406.9027233000088,406.91678209998645,"[-300, -300]",[],[],[],[],[],[],[],[],406.91717410000274,406.9225240999949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
gesicht3,3,13,61,10,,,,,407.6820844000031,,,,,,,,,,406.9227167000063,406.9380795999896,"[300, 0]",[],[],[],[],[],[],[],[],406.93847500000265,406.94358170000487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
schlange2,3,14,62,3,,,,,407.6820844000031,,,,,,,,,,406.9438094999932,406.9585328999965,"[0, 300]",[],[],[],[],[],[],[],[],406.958925599989,406.96403249999275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
flugzeug1,3,15,63,13,,,,,407.6820844000031,,,,,,,,,,406.96422659998643,406.9803159000003,"[300, -300]",[],[],[],[],[],[],[],[],406.98068410000997,406.98593550000805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
person2,4,0,64,5,,,,,407.6820844000031,,,,,,,,,,406.9861419000081,407.0001421000052,"[300, -300]",[],[],[],[],[],[],[],[],407.00051519999397,407.0054805999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
gesicht1,4,1,65,8,,,,,407.6820844000031,,,,,,,,,,407.00565819998155,407.02147040001,"[300, 300]",[],[],[],[],[],[],[],[],407.0218434999988,407.02713020000374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
spinne2,4,2,66,1,,,,,407.6820844000031,,,,,,,,,,407.02737130000605,407.1574247999815,"[0, 300]",[],[],[],[],[],[],[],[],407.1580696000019,407.1670620999939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
gesicht3,4,3,67,10,,,,,407.6820844000031,,,,,,,,,,407.16736289998516,407.19662440000684,"[-300, -300]",[],[],[],[],[],[],[],[],407.19726009998703,407.2076926000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
flugzeug1,4,4,68,13,,,,,407.6820844000031,,,,,,,,,,407.2079964999866,407.2311044000089,"[300, -300]",[],[],[],[],[],[],[],[],407.23187869999674,407.2409717999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
gruppe2,4,5,69,7,,,,,407.6820844000031,,,,,,,,,,407.2412433999998,407.26390150000225,"[-300, 300]",[],[],[],[],[],[],[],[],407.26430249999976,407.2700646999874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
gruppe1,4,6,70,6,,,,,407.6820844000031,,,,,,,,,,407.2702585000079,407.28573770000366,"[300, 300]",[],[],[],[],[],[],[],[],407.28616099999635,407.2916597999865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
gesicht4,4,7,71,11,,,,,407.6820844000031,,,,,,,,,,407.291848199995,407.3064356999821,"[300, 0]",[],[],[],[],[],[],[],[],407.30682649998926,407.312280299986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
schlange1,4,8,72,2,,,,,407.6820844000031,,,,,,,,,,407.31245739999576,407.3281061000016,"[300, 0]",[],[],[],[],[],[],[],[],407.3284987999941,407.333876699995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
spinne1,4,9,73,0,,,,,407.6820844000031,,,,,,,,,,407.33406439999817,407.34946359999594,"[-300, -300]",[],[],[],[],[],[],[],[],407.3498520999856,407.3554257999931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
schlange2,4,10,74,3,,,,,407.6820844000031,,,,,,,,,,407.35560260000057,407.39695460000075,"[300, 300]",[],[],[],[],[],[],[],[],407.3978189000045,407.42621859998326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
person1,4,11,75,4,,,,,407.6820844000031,,,,,,,,,,407.4264094999817,407.4593568999844,"[-300, -300]",[],[],[],[],[],[],[],[],407.45979789999546,407.4674231999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
schiff1,4,12,76,14,,,,,407.6820844000031,,,,,,,,,,407.46761150000384,407.47981869999785,"[-300, 0]",[],[],[],[],[],[],[],[],407.4801771999919,407.48563409998314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
zug1,4,13,77,15,,,,,407.6820844000031,,,,,,,,,,407.48582609998994,407.4977788999968,"[300, 0]",[],[],[],[],[],[],[],[],407.4981293999881,407.5038770000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
gesicht2,4,14,78,9,,,,,407.6820844000031,,,,,,,,,,407.50405379998847,407.51755759998923,"[0, 300]",[],[],[],[],[],[],[],[],407.51791639998555,407.52198439999484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
auto1,4,15,79,12,,,,,407.6820844000031,,,,,,,,,,407.5221445999923,407.53388760000234,"[-300, 300]",[],[],[],[],[],[],[],[],407.5342407999851,407.5382903999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
,,,,,0,0,0,0,407.6820844000031,,,,,,,,,,,,,,,,,,,,,,,407.5466727000021,407.5467510999879,407.54678539998713,407.5468069000053,407.5472233000037,407.56108310000855,None,None,gesicht3,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
,,,,,1,0,1,0,407.6820844000031,,,,,,,,,,,,,,,,,,,,,,,,,,,407.5613907999941,407.57458939999924,None,None,person1,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
,,,,,2,0,2,0,407.6820844000031,,,,,,,,,,,,,,,,,,,,,,,,,,,407.57480879998184,407.5878628999926,None,None,person2,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
,,,,,3,0,3,0,407.6820844000031,,,,,,,,,,,,,,,,,,,,,,,,,,,407.58808660000795,407.6009872999857,None,None,schlange2,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
,,,,,4,0,4,0,407.6820844000031,,,,,,,,,,,,,,,,,,,,,,,,,,,407.6012058999913,407.61451939999824,None,None,auto1,,,,,,,,,,,,,,,,,,,,,,901158,001,2023-11-13_13h56.45.609,Selektive Wahrnehmung,2023.2.2,60.754780949823186,2023-11-13 13h56.54.278748 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.6166619999858,407.6232356999826,,None,407.6232503000065,407.6354452999949,None,None,407.63545860000886,407.63548420000006,407.63549069999135,407.6601456000062,None,None,None,None,407.660160600004,407.67238139998517,None,None,407.6723950000014,,,,,,,,
