Target,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Data_transparency.started,key_resp_data_transp.started,Data_transparency.stopped,key_resp_data_transp.keys,key_resp_data_transp.rt,key_resp_data_transp.duration,instructions.started,instructions.stopped,trial.started,target_show.started,target_show.stopped,target_find.started,mouse.started,trial.stopped,target_position_x_y,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,feedback.started,feedback.stopped,target_find.stopped,instructions_survey.started,instructions_survey.stopped,instructions_ratings.started,instructions_ratings.stopped,survey_ratings.started,survey_ratings.stopped,furcht.response,liebenswert.response,rated_image,survey_gen.started,survey_gen.stopped,age.text,gender.response,survey_games.started,survey_games.stopped,pc_frequency.response,reaction_games_frequency.response,instructions_neuro.started,instructions_neuro.stopped,survey_neuro.started,survey_neuro.stopped,neuro_1_rev.response,neuro_2.response,neuro_3.response,neuro_4_rev.response,survey_fear.started,survey_fear.stopped,specific_fear_spider.response,specific_fear_snake.response,thanks.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
gesicht3,3,13,61,10,,,,,361.61256864480674,,,,,,,,,,361.582472268492,361.61256864480674,363.6147327106446,364.58138597011566,2.9995377752929926,365.4491982329637,"[0, 300]",[-0.001851851851851852],[0.20833333333333334],[1],[0],[0],[0.8672120831906796],[1],['target_find'],365.4497418086976,366.46533286198974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
person2,3,14,62,5,,,,,366.4936238601804,,,,,,,,,,366.46581215411425,366.4936238601804,368.4980202578008,369.46560564637184,3.0004608016461134,370.76617687009275,"[300, -300]",[0.22407407407407406],[-0.3175925925925926],[1],[0],[0],[1.2998299580067396],[1],['target_find'],370.7667343840003,371.78218264505267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
spinne2,3,15,63,1,,,,,372.0096091553569,,,,,,,,,,371.7826562486589,372.0096091553569,374.01445583067834,374.7986022904515,2.9992880299687386,375.7994180805981,"[300, 0]",[0.1824074074074074],[-0.025925925925925925],[1],[0],[0],[1.017208982259035],[1],['target_find'],375.79989993199706,376.8155410476029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
flugzeug1,4,0,64,13,,,,,376.85030831210315,,,,,,,,,,376.816005833447,376.85030831210315,378.8648696709424,379.8148319236934,2.9994313921779394,382.482861276716,"[300, 300]",[0.2796296296296296],[0.24444444444444444],[1],[0],[0],[2.667414665222168],[1],['target_find'],382.4833283368498,383.4987672120333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
person2,4,1,65,5,,,,,383.5281308554113,,,,,,,,,,383.4991856329143,383.5281308554113,385.5314247403294,386.49893759563565,3.0003527142107487,387.4662157818675,"[-300, -300]",[-0.24259259259259258],[-0.2851851851851852],[1],[0],[0],[0.9666074644774199],[1],['target_find'],387.4667283538729,388.48204690776765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
schiff1,4,2,66,14,,,,,388.5100255832076,,,,,,,,,,388.4824639055878,388.5100255832076,390.5152989272028,391.4815698917955,2.9996635001152754,391.98325665667653,"[-300, -300]",[-0.24074074074074073],[-0.2796296296296296],[1],[0],[0],[0.5011187251657248],[1],['target_find'],391.9837331045419,392.9991409741342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
gesicht2,4,3,67,9,,,,,393.0348250064999,,,,,,,,,,392.99973774142563,393.0348250064999,395.0480668209493,395.9980137143284,3.01558337174356,397.16590198129416,"[300, 0]",[0.26944444444444443],[0.024074074074074074],[1],[0],[0],[1.1507367435842752],[1],['target_find'],397.1663960646838,398.1824868898839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
gruppe1,4,4,68,6,,,,,398.2058842778206,,,,,,,,,,398.18298182450235,398.2058842778206,400.214952416718,401.18172514252365,2.999390149489045,401.79957481101155,"[-300, 300]",[-0.29259259259259257],[0.29259259259259257],[1],[0],[0],[0.6172071043401957],[1],['target_find'],401.800051541999,402.81571256928146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
auto1,4,5,69,12,,,,,402.8461519870907,,,,,,,,,,402.8161838967353,402.8461519870907,404.84830495901406,405.8149616327137,2.99936824478209,407.1166754756123,"[300, 300]",[0.31574074074074077],[0.30185185185185187],[1],[0],[0],[1.3011688459664583],[1],['target_find'],407.11715647391975,408.1322739254683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
schlange1,4,6,70,2,,,,,408.1600569020957,,,,,,,,,,408.13279503025115,408.1600569020957,410.1648993100971,411.13181511312723,2.9997055996209383,412.01715664565563,"[-300, 300]",[-0.2814814814814815],[0.26481481481481484],[1],[0],[0],[0.8845610115677118],[1],['target_find'],412.01799832098186,413.031890662387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
spinne2,4,7,71,1,,,,,413.213711662218,,,,,,,,,,413.03221493028104,413.213711662218,415.21505936793983,416.0314113702625,2.999615143984556,417.0330728199333,"[-300, -300]",[-0.24166666666666667],[-0.22870370370370371],[1],[0],[0],[1.0011150278151035],[1],['target_find'],417.0335555244237,418.04878362454474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
schlange2,4,8,72,3,,,,,418.0722418855876,,,,,,,,,,418.0491144359112,418.0722418855876,420.08164595253766,421.0484374538064,2.999799180775881,421.99984042719007,"[300, 300]",[0.21666666666666667],[0.17314814814814813],[1],[0],[0],[0.9507370851933956],[1],['target_find'],422.0003504380584,423.0156706981361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
gesicht3,4,9,73,10,,,,,423.0447740741074,,,,,,,,,,423.01607774198055,423.0447740741074,425.04867212101817,426.01699792407453,3.001535439863801,427.46634378284216,"[300, 300]",[0.17962962962962964],[0.23055555555555557],[1],[0],[0],[1.4486410021781921],[1],['target_find'],427.46681454218924,428.48333829268813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
person1,4,10,74,4,,,,,428.52111783996224,,,,,,,,,,428.484199879691,428.52111783996224,430.5319634806365,431.4992661308497,3.0160754658281803,432.58365300484,"[-300, -300]",[-0.3138888888888889],[-0.23425925925925925],[1],[0],[0],[1.083794942125678],[1],['target_find'],432.5841544829309,433.5990079678595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
spinne1,4,11,75,0,,,,,433.6290417648852,,,,,,,,,,433.5994150098413,433.6290417648852,435.6319140996784,436.5982120875269,2.999278360977769,437.7997972480953,"[0, -300]",[0.05925925925925926],[-0.27870370370370373],[1],[0],[0],[1.201063770800829],[1],['target_find'],437.8002668675035,438.8157321959734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
gruppe2,4,12,76,7,,,,,438.84471439756453,,,,,,,,,,438.8161452114582,438.84471439756453,440.84873703308403,441.81500657461584,2.9993506111204624,442.83306519687176,"[300, -300]",[0.15925925925925927],[-0.2490740740740741],[1],[0],[0],[1.0175184588879347],[1],['target_find'],442.83354391902685,443.85004093311727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
zug1,4,13,77,15,,,,,443.886757504195,,,,,,,,,,443.85088516771793,443.886757504195,445.89860354177654,446.86530828662217,3.015391942113638,448.13372630625963,"[0, 300]",[-0.09814814814814815],[0.33611111111111114],[1],[0],[0],[1.2677706200629473],[1],['target_find'],448.13422607816756,449.1493278834969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
gesicht4,4,14,78,11,,,,,449.1806945949793,,,,,,,,,,449.1498046144843,449.1806945949793,451.18206505663693,452.1487507428974,2.9996054731309414,452.6165104974061,"[0, 300]",[-0.000925925925925926],[0.23703703703703705],[1],[0],[0],[0.4670699741691351],[1],['target_find'],452.61698296293616,453.6325998995453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
gesicht1,4,15,79,8,,,,,453.6612029336393,,,,,,,,,,453.63309967145324,453.6612029336393,455.6652375161648,456.6316694766283,2.999143533408642,457.4005633741617,"[300, 300]",[0.1685185185185185],[0.24444444444444444],[1],[0],[0],[0.7682695388793945],[1],['target_find'],457.40114506706595,458.416043208912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
,,,,,0,0,0,0,464.9577856566757,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.4360818602145,462.016278559342,462.0163047295064,464.9162090420723,464.91707489453256,475.0383125990629,4.0,2.0,spinne2,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
,,,,,1,0,1,0,475.1498731672764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.0386667344719,479.9021204318851,4.0,1.0,gesicht4,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
,,,,,2,0,2,0,479.96968773007393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.90242962539196,486.7348027639091,1.0,5.0,auto1,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
,,,,,3,0,3,0,486.7676448971033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.73510968126357,493.0175506025553,1.0,3.0,schiff1,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
,,,,,4,0,4,0,493.050974143669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.01784585788846,497.8623295687139,2.0,1.0,schlange2,,,,,,,,,,,,,,,,,,,,,,313766,001,2023-11-06_14h26.17.334,Selektive Wahrnehmung,2023.2.3,59.97137593999668,2023-11-06 14h27.02.651266 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.8669594954699,503.13543895445764,23,1.0,503.1354602891952,514.3803460914642,4.0,1.0,514.3804160654545,517.0500889476389,517.0501142628491,529.2173736207187,4.0,2.0,2.0,3.0,529.2174006421119,535.4793318714947,4.0,4.0,535.4793833568692,,,,,,,,
