Target,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Data_transparency.started,key_resp_data_transp.started,Data_transparency.stopped,key_resp_data_transp.keys,key_resp_data_transp.rt,key_resp_data_transp.duration,instructions.started,instructions.stopped,trial.started,target_show.started,target_show.stopped,target_find.started,mouse.started,trial.stopped,target_position_x_y,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,feedback.started,feedback.stopped,target_find.stopped,instructions_survey.started,instructions_survey.stopped,instructions_ratings.started,instructions_ratings.stopped,survey_ratings.started,survey_ratings.stopped,furcht.response,liebenswert.response,rated_image,survey_gen.started,survey_gen.stopped,age.text,gender.response,survey_games.started,survey_games.stopped,pc_frequency.response,reaction_games_frequency.response,instructions_neuro.started,instructions_neuro.stopped,survey_neuro.started,survey_neuro.stopped,neuro_1_rev.response,neuro_2.response,neuro_3.response,neuro_4_rev.response,survey_fear.started,survey_fear.stopped,specific_fear_spider.response,specific_fear_snake.response,thanks.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
gesicht1,0,8,8,8,,,,,71.99082819931209,,,,,,,,,,71.90909629873931,71.99082819931209,73.99053629860282,74.94044949859381,3.0320760998874903,75.77830049954355,"[-300, 0]",[-0.2777777777777778],[-0.05277777777777778],[1],[0],[0],[0.8365608993917704],[1],['target_find'],75.78048989921808,76.7917414996773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
schiff1,0,9,9,14,,,,,76.84054679982364,,,,,,,,,,76.79261719994247,76.84054679982364,78.84024989977479,79.84029310010374,3.0486816000193357,80.74407850019634,"[-300, 300]",[-0.21481481481481482],[0.27870370370370373],[1],[0],[0],[0.9027772005647421],[1],['target_find'],80.74557969905436,81.7581957001239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
gesicht3,0,10,10,10,,,,,81.8069524988532,,,,,,,,,,81.75898929871619,81.8069524988532,83.80709679983556,84.80704299919307,3.0489176008850336,85.74339829944074,"[300, 0]",[0.23333333333333334],[0.0],[1],[0],[0],[0.9353069998323917],[1],['target_find'],85.7449672985822,86.7579357996583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
person1,0,11,11,4,,,,,86.80693290010095,,,,,,,,,,86.758718598634,86.80693290010095,88.80676409974694,89.79016049951315,3.032293699681759,90.459780998528,"[0, 300]",[-0.001851851851851852],[0.2111111111111111],[1],[0],[0],[0.6688113994896412],[1],['target_find'],90.46095179952681,91.47406009957194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
spinne1,0,12,12,0,,,,,91.50647289864719,,,,,,,,,,91.47457540035248,91.50647289864719,93.50662499852479,94.50665609911084,3.032675299793482,96.95948999933898,"[300, -300]",[0.2601851851851852],[-0.2759259259259259],[1],[0],[0],[2.452012101188302],[1],['target_find'],96.96059140004218,97.97389509901404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
gesicht4,0,13,13,11,,,,,98.02319889888167,,,,,,,,,,97.97435639984906,98.02319889888167,100.02297289855778,101.00640409998596,3.0326064992696047,101.92425579950213,"[300, 0]",[0.32222222222222224],[-0.08148148148148149],[1],[0],[0],[0.9172813985496759],[1],['target_find'],101.92475369945168,102.9403219986707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
person2,0,14,14,5,,,,,102.98970989882946,,,,,,,,,,102.94082279875875,102.98970989882946,104.98940309882164,105.98959179967642,3.049338400363922,107.44194519892335,"[-300, -300]",[-0.35555555555555557],[-0.3055555555555556],[1],[0],[0],[1.4516294989734888],[1],['target_find'],107.44295690022409,108.45692609995604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
gruppe2,0,15,15,7,,,,,108.48928689956665,,,,,,,,,,108.45745109952986,108.48928689956665,110.4893300998956,111.50604240037501,2.9990433994680643,112.49266829900444,"[-300, 300]",[-0.32222222222222224],[0.25],[1],[0],[0],[1.035402599722147],[1],['target_find'],112.49397509917617,113.50648409873247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
gruppe2,1,0,16,7,,,,,113.5391469988972,,,,,,,,,,113.50695839896798,113.5391469988972,115.53907969966531,116.5390846002847,3.032682800665498,117.49150739982724,"[0, 300]",[-0.008333333333333333],[0.20555555555555555],[1],[0],[0],[0.9516780003905296],[1],['target_find'],117.49263389967382,118.50633559934795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
person2,1,1,17,5,,,,,118.53881070017815,,,,,,,,,,118.50683309882879,118.53881070017815,120.53889549896121,121.52219809964299,3.015956399962306,122.2252064999193,"[300, 0]",[0.2935185185185185],[-0.06481481481481481],[1],[0],[0],[0.7021805997937918],[1],['target_find'],122.22637349925935,123.23980120010674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
schlange2,1,2,18,3,,,,,123.27184069901705,,,,,,,,,,123.24042299948633,123.27184069901705,125.27203369885683,126.30546929873526,2.999133000150323,127.39209869876504,"[300, 300]",[0.2953703703703704],[0.33055555555555555],[1],[0],[0],[1.1517016999423504],[1],['target_find'],127.39342899993062,128.40605599991977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
gesicht3,1,3,19,10,,,,,128.45518909953535,,,,,,,,,,128.4066289998591,128.45518909953535,130.45523819886148,131.438609899953,3.0326393991708755,132.4087063986808,"[300, 300]",[0.3],[0.2740740740740741],[1],[0],[0],[0.9691311996430159],[1],['target_find'],132.41008049994707,133.42261829972267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
gesicht4,1,4,20,11,,,,,133.45497429929674,,,,,,,,,,133.42311549931765,133.45497429929674,135.45489819906652,136.47169759869576,2.99918369948864,137.22287049889565,"[300, 300]",[0.2916666666666667],[0.2722222222222222],[1],[0],[0],[0.8000280000269413],[1],['target_find'],137.2234460990876,138.23917070031166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
spinne2,1,5,21,1,,,,,138.42157479934394,,,,,,,,,,138.23977150022984,138.42157479934394,140.42149079963565,141.3050485998392,2.999123800545931,142.3074375987053,"[300, 300]",[0.21574074074074073],[0.2611111111111111],[1],[0],[0],[1.0678004007786512],[1],['target_find'],142.30860819853842,143.3222795985639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
person1,1,6,22,4,,,,,143.37107729911804,,,,,,,,,,143.32287140004337,143.37107729911804,145.3712921999395,146.3714351989329,3.0492391996085644,147.24104289896786,"[0, 300]",[0.05740740740740741],[0.33611111111111114],[1],[0],[0],[0.8687722999602556],[1],['target_find'],147.24222810007632,148.25551369972527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
auto1,1,7,23,12,,,,,148.30442029982805,,,,,,,,,,148.2561523001641,148.30442029982805,150.30457739904523,151.28803809918463,2.9990383982658386,152.07401579990983,"[0, 300]",[-0.022222222222222223],[0.2564814814814815],[1],[0],[0],[0.8182553015649319],[1],['target_find'],152.07509519904852,153.08859939873219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
gesicht1,1,8,24,8,,,,,153.13755869865417,,,,,,,,,,153.0891785994172,153.13755869865417,155.13761099986732,156.12074559926987,3.0321971010416746,157.6400204990059,"[-300, 300]",[-0.2462962962962963],[0.2675925925925926],[1],[0],[0],[1.5184995997697115],[1],['target_find'],157.64123610034585,158.65454209968448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
schlange1,1,9,25,2,,,,,158.68751860037446,,,,,,,,,,158.6548480000347,158.68751860037446,160.68743029981852,161.68753710016608,3.0332137998193502,162.4397790003568,"[300, 300]",[0.19537037037037036],[0.2222222222222222],[1],[0],[0],[0.7513095997273922],[1],['target_find'],162.4409157000482,163.45471880026162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
spinne1,1,10,26,0,,,,,163.48735249973834,,,,,,,,,,163.45522150024772,163.48735249973834,165.48733909986913,166.4873251002282,3.032686199992895,167.4389605000615,"[0, -300]",[0.014814814814814815],[-0.22592592592592592],[1],[0],[0],[0.950934199616313],[1],['target_find'],167.44066029973328,168.45464349910617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
gruppe1,1,11,27,6,,,,,168.48696149885654,,,,,,,,,,168.45515440031886,168.48696149885654,170.48702069930732,171.48683949932456,3.03225920163095,172.339383399114,"[300, 300]",[0.20092592592592592],[0.22962962962962963],[1],[0],[0],[0.8518438003957272],[1],['target_find'],172.34038710035384,173.3548290003091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
gesicht2,1,12,28,9,,,,,173.4033939987421,,,,,,,,,,173.35564789921045,173.4033939987421,175.4035243988037,176.40327859856188,3.0485006999224424,177.27243089862168,"[300, 0]",[0.28055555555555556],[0.006481481481481481],[1],[0],[0],[0.8683614004403353],[1],['target_find'],177.2737738993019,178.28778989985585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
zug1,1,13,29,15,,,,,178.33690129965544,,,,,,,,,,178.2884034998715,178.33690129965544,180.33655219897628,181.3367849998176,3.0490688011050224,182.7900294996798,"[-300, -300]",[-0.2657407407407407],[-0.25462962962962965],[1],[0],[0],[1.4523060005158186],[1],['target_find'],182.79145449958742,183.80407010018826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
flugzeug1,1,14,30,13,,,,,183.85314039885998,,,,,,,,,,183.8045680001378,183.85314039885998,185.8532566986978,186.81991919875145,3.015930600464344,188.42176489904523,"[-300, 300]",[-0.24351851851851852],[0.2777777777777778],[1],[0],[0],[1.6011654995381832],[1],['target_find'],188.4226271994412,189.4372726995498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
schiff1,1,15,31,14,,,,,189.46970620006323,,,,,,,,,,189.4378769993782,189.46970620006323,191.4697299003601,192.48640229925513,2.9991055000573397,193.52249700017273,"[300, 300]",[0.2462962962962963],[0.2675925925925926],[1],[0],[0],[1.084934400394559],[1],['target_find'],193.5235574990511,194.53703480027616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
gesicht1,2,0,32,8,,,,,194.5691996999085,,,,,,,,,,194.53765830025077,194.5691996999085,196.56905939988792,197.56949169933796,2.999117599800229,198.30604099854827,"[-300, 300]",[-0.37962962962962965],[0.30277777777777776],[1],[0],[0],[0.7691040001809597],[1],['target_find'],198.3065386991948,199.31929589994252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
gruppe1,2,1,33,6,,,,,199.35286239907146,,,,,,,,,,199.31955579854548,199.35286239907146,201.35224629938602,202.33581539988518,3.016788098961115,203.52240880019963,"[-300, -300]",[-0.30833333333333335],[-0.27685185185185185],[1],[0],[0],[1.1858540009707212],[1],['target_find'],203.52289769984782,204.53601959906518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
spinne2,2,2,34,1,,,,,204.71913489885628,,,,,,,,,,204.53631510026753,204.71913489885628,206.7189163994044,207.55246100015938,3.0165395010262728,208.65373919904232,"[0, 300]",[-0.025],[0.21666666666666667],[1],[0],[0],[1.1007017996162176],[1],['target_find'],208.65427059866488,209.669739600271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
schlange1,2,3,35,2,,,,,209.7357890997082,,,,,,,,,,209.67034019902349,209.7357890997082,211.73552949912846,212.7355391997844,3.0658763982355595,213.7715801987797,"[-300, 0]",[-0.22962962962962963],[-0.009259259259259259],[1],[0],[0],[1.0352811999619007],[1],['target_find'],213.77268639951944,214.78659969940782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
spinne1,2,4,36,0,,,,,214.83530339971185,,,,,,,,,,214.78736330009997,214.83530339971185,216.83531599864364,217.81866549886763,3.0321622993797064,219.96992969885468,"[-300, -300]",[-0.2740740740740741],[-0.262037037037037],[1],[0],[0],[2.150679798796773],[1],['target_find'],219.97041239961982,220.9856850001961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
gruppe2,2,5,37,7,,,,,221.01848729886115,,,,,,,,,,220.9859942998737,221.01848729886115,223.01846260018647,224.00187020003796,3.0162739008665085,228.00175969861448,"[-300, -300]",[],[],[],[],[],[],[],[],228.0023326985538,229.00226629897952,228.00156849995255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
schiff1,2,6,38,14,,,,,229.03490499965847,,,,,,,,,,229.002768099308,229.03490499965847,231.03475520014763,232.03484099917114,2.9990950003266335,233.43608669936657,"[-300, -300]",[-0.3194444444444444],[-0.3175925925925926],[1],[0],[0],[1.4340107012540102],[1],['target_find'],233.43661190010607,234.45215000025928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
person1,2,7,39,4,,,,,234.48461479879916,,,,,,,,,,234.452720599249,234.48461479879916,236.48458419926465,237.46802029944956,3.0159526988863945,238.33819229900837,"[300, 300]",[0.20925925925925926],[0.24166666666666667],[1],[0],[0],[0.8696583006531],[1],['target_find'],238.33872129954398,239.35234989970922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
person2,2,8,40,5,,,,,239.4010421987623,,,,,,,,,,239.35311359912157,239.4010421987623,241.40101349912584,242.4010496996343,3.04877720028162,243.30315960012376,"[300, 300]",[0.20462962962962963],[0.2351851851851852],[1],[0],[0],[0.901366300880909],[1],['target_find'],243.30415059998631,244.31903749890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
gesicht2,2,9,41,9,,,,,244.3675711993128,,,,,,,,,,244.31986000016332,244.3675711993128,246.36754320003092,247.36771789938211,3.0487465988844633,248.2521901000291,"[-300, 0]",[-0.19722222222222222],[-0.04537037037037037],[1],[0],[0],[0.8839318007230759],[1],['target_find'],248.25271849893034,249.268628699705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
schlange2,2,10,42,3,,,,,249.31739909946918,,,,,,,,,,249.26934519968927,249.31739909946918,251.31728019937873,252.3173072002828,3.048753000795841,253.31969069875777,"[-300, 300]",[-0.24444444444444444],[0.2212962962962963],[1],[0],[0],[1.0015778001397848],[1],['target_find'],253.32087119854987,254.33484469912946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
auto1,2,11,43,12,,,,,254.36720549874008,,,,,,,,,,254.3353562001139,254.36720549874008,256.3671236988157,257.366985399276,2.9990106001496315,258.1697849985212,"[0, 300]",[0.03148148148148148],[0.19444444444444445],[1],[0],[0],[0.8348907008767128],[1],['target_find'],258.17076709866524,259.1846151985228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
zug1,2,12,44,15,,,,,259.2170924991369,,,,,,,,,,259.1851984988898,259.2170924991369,261.2169739995152,262.2504875995219,3.0659453999251127,263.07000439986587,"[0, -300]",[-0.03518518518518519],[-0.24722222222222223],[1],[0],[0],[0.8186793010681868],[1],['target_find'],263.07118139974773,264.0847523994744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
flugzeug1,2,13,45,13,,,,,264.1335086990148,,,,,,,,,,264.085528800264,264.1335086990148,266.13347479887307,267.11687189899385,3.032200099900365,268.4356611985713,"[-300, -300]",[-0.2796296296296296],[-0.2796296296296296],[1],[0],[0],[1.318096399307251],[1],['target_find'],268.4364700987935,269.45085489936173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
gesicht3,2,14,46,10,,,,,269.50006589852273,,,,,,,,,,269.4514175988734,269.50006589852273,271.50006509944797,272.48340709879994,3.0326298996806145,273.30129759944975,"[0, -300]",[0.008333333333333333],[-0.23333333333333334],[1],[0],[0],[0.8173417001962662],[1],['target_find'],273.3017945997417,274.31754279881716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
gesicht4,2,15,47,11,,,,,274.3497564997524,,,,,,,,,,274.3181638997048,274.3497564997524,276.34985039941967,277.3665025997907,3.0490373000502586,278.4027504995465,"[-300, 300]",[-0.3527777777777778],[0.22777777777777777],[1],[0],[0],[1.0354031007736921],[1],['target_find'],278.40384169854224,279.41713119857013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048946,001,2023-11-06_13h59.45.536,Selektive Wahrnehmung,2023.2.3,59.97753239889479,2023-11-06 14h00.42.864186 +0100,
