Target,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Data_transparency.started,key_resp_data_transp.started,Data_transparency.stopped,key_resp_data_transp.keys,key_resp_data_transp.rt,key_resp_data_transp.duration,instructions.started,instructions.stopped,trial.started,target_show.started,target_show.stopped,target_find.started,mouse.started,trial.stopped,target_position_x_y,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,feedback.started,feedback.stopped,target_find.stopped,instructions_survey.started,instructions_survey.stopped,instructions_ratings.started,instructions_ratings.stopped,survey_ratings.started,survey_ratings.stopped,furcht.response,liebenswert.response,rated_image,survey_gen.started,survey_gen.stopped,age.text,gender.response,survey_games.started,survey_games.stopped,pc_frequency.response,reaction_games_frequency.response,instructions_neuro.started,instructions_neuro.stopped,survey_neuro.started,survey_neuro.stopped,neuro_1_rev.response,neuro_2.response,neuro_3.response,neuro_4_rev.response,survey_fear.started,survey_fear.stopped,specific_fear_spider.response,specific_fear_snake.response,thanks.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
gesicht2,1,0,16,9,,,,,138.0066929999739,,,,,,,,,,137.97223359998316,138.0066929999739,140.02169139997568,140.98712429997977,3.015469799982384,141.75653529999545,"[0, 300]",[-0.027777777777777776],[0.2222222222222222],[1],[0],[0],[0.7682627000031061],[1],['target_find'],141.757610199973,142.77139549999265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
gesicht1,1,1,17,8,,,,,142.8201189999818,,,,,,,,,,142.77216449999833,142.8201189999818,144.82020389998797,145.80352809999022,3.0322113999864087,146.70602619997226,"[0, -300]",[0.04722222222222222],[-0.18796296296296297],[1],[0],[0],[0.901773299992783],[1],['target_find'],146.70701799998642,147.72213629999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
schiff1,1,2,18,14,,,,,147.77138159997412,,,,,,,,,,147.72265479998896,147.77138159997412,149.77010239998344,150.75323529998423,3.0311902000103146,154.7363821999752,"[0, 300]",[],[],[],[],[],[],[],[],154.73737969997455,155.73727899999358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
gesicht3,1,3,19,10,,,,,155.76988709997386,,,,,,,,,,155.7378647000005,155.76988709997386,157.77102629997535,158.75269109997316,3.0154670999909285,159.67307269998128,"[300, -300]",[0.24351851851851852],[-0.20092592592592592],[1],[0],[0],[0.9194904000032693],[1],['target_find'],159.67446029998246,160.68755709999823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
spinne2,1,4,20,1,,,,,160.86961629998405,,,,,,,,,,160.68831519997912,160.86961629998405,162.869664799975,163.71918369998457,3.0316852999967523,164.3702264999738,"[300, 0]",[0.2361111111111111],[-0.005555555555555556],[1],[0],[0],[0.6505061000061687],[1],['target_find'],164.37067889998434,165.3878666999808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
gesicht4,1,5,21,11,,,,,165.45415529998718,,,,,,,,,,165.38814139997703,165.45415529998718,167.45275979998405,168.4193722999771,3.031779799988726,169.03863109997474,"[0, -300]",[0.05277777777777778],[-0.20833333333333334],[1],[0],[0],[0.6182655000011437],[1],['target_find'],169.0397255999851,170.0532905999862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
auto1,1,6,22,12,,,,,170.08582709997427,,,,,,,,,,170.05367859997205,170.08582709997427,172.08580859997892,173.06915849997313,3.0159506000054535,173.7369272999931,"[300, 0]",[0.29814814814814816],[-0.044444444444444446],[1],[0],[0],[0.667232999985572],[1],['target_find'],173.73746720000054,174.75507199999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
spinne1,1,7,23,0,,,,,174.82224739997764,,,,,,,,,,174.75596369997947,174.82224739997764,176.83714039999177,177.78569809999317,3.0307005000067875,179.97223439998925,"[-300, -300]",[-0.2740740740740741],[-0.26851851851851855],[1],[0],[0],[2.1855836999893654],[1],['target_find'],179.97354899998754,180.9862419999845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
zug1,1,8,24,15,,,,,181.01897389997612,,,,,,,,,,180.98674729999038,181.01897389997612,183.01846619998105,184.0018275999755,3.0156447000044864,185.65566459999536,"[-300, 0]",[-0.22037037037037038],[-0.040740740740740744],[1],[0],[0],[1.6529168999986723],[1],['target_find'],185.6570874999743,186.67017549998127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
flugzeug1,1,9,25,13,,,,,186.71857449997333,,,,,,,,,,186.67092849998153,186.71857449997333,188.71846949998871,189.7016445999907,3.031529900006717,190.7372219999961,"[300, -300]",[0.30833333333333335],[-0.27685185185185185],[1],[0],[0],[1.0349281000089832],[1],['target_find'],190.73802259998047,191.75270199999795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
schlange2,1,10,26,3,,,,,191.78511169998092,,,,,,,,,,191.75323829997797,191.78511169998092,193.78504439999233,194.78483599997708,3.0321933000232093,196.15543590000016,"[0, 300]",[-0.10462962962962963],[0.27685185185185185],[1],[0],[0],[1.3696857999893837],[1],['target_find'],196.15676809998695,197.16939169997931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
schlange1,1,11,27,2,,,,,197.2212978999887,,,,,,,,,,197.169991999981,197.2212978999887,199.23616869997932,200.20285569998669,3.033739799982868,201.3711622999981,"[300, -300]",[0.2601851851851852],[-0.26944444444444443],[1],[0],[0],[1.1672381999960635],[1],['target_find'],201.3723415999848,202.38532699999632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
person1,1,12,28,4,,,,,202.4180124999839,,,,,,,,,,202.38560219999636,202.4180124999839,204.4180628999893,205.41816859997925,3.033124100009445,206.20370579999872,"[-300, -300]",[-0.2972222222222222],[-0.2518518518518518],[1],[0],[0],[0.7844743000168819],[1],['target_find'],206.20477479998954,207.21928649998154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
gruppe2,1,13,29,7,,,,,207.27077019997523,,,,,,,,,,207.22003889997723,207.27077019997523,209.28578629999538,210.23467869998422,3.015473400009796,211.46982799997204,"[0, 300]",[-0.08055555555555556],[0.2638888888888889],[1],[0],[0],[1.2344084000214934],[1],['target_find'],211.47083319997182,212.48571669997182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
person2,1,14,30,5,,,,,212.51769029998104,,,,,,,,,,212.48648329998832,212.51769029998104,214.51781349998782,215.51757729999372,3.031929700024193,216.40315519997966,"[0, 300]",[-0.017592592592592594],[0.2972222222222222],[1],[0],[0],[0.8850831000017934],[1],['target_find'],216.40365149997524,217.4187787999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
gruppe1,1,15,31,6,,,,,217.46749589999672,,,,,,,,,,217.41953189999913,217.46749589999672,219.4674723999924,220.4507834999822,3.032085500017274,221.1868394999765,"[300, 300]",[0.20925925925925926],[0.30092592592592593],[1],[0],[0],[0.7352430000028107],[1],['target_find'],221.1879853999999,222.20160489997943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
schlange1,2,0,32,2,,,,,222.25065729999915,,,,,,,,,,222.20211589999963,222.25065729999915,224.25202549999813,225.2339304999914,3.032394600013504,225.753324099991,"[0, 300]",[0.046296296296296294],[0.18425925925925926],[1],[0],[0],[0.5185853999864776],[1],['target_find'],225.7544094999903,226.7682127999724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
schiff1,2,1,33,14,,,,,226.80053759997827,,,,,,,,,,226.76884779997636,226.80053759997827,228.8006326999748,229.80043159998604,2.9990535999822896,230.5533309999737,"[0, 300]",[0.025],[0.16944444444444445],[1],[0],[0],[0.7849229999992531],[1],['target_find'],230.55453579997993,231.56806559997494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
person1,2,2,34,4,,,,,231.6199048999988,,,,,,,,,,231.56867869998678,231.6199048999988,233.6348739999812,234.58368409998366,3.015694900008384,235.72028289997252,"[300, -300]",[0.2712962962962963],[-0.2851851851851852],[1],[0],[0],[1.1356511999911163],[1],['target_find'],235.7216813999985,236.73481929997797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
gesicht3,2,3,35,10,,,,,236.7835999999952,,,,,,,,,,236.73550189999514,236.7835999999952,238.7835282999731,239.766925599979,3.032402299984824,240.469561099977,"[300, -300]",[0.21296296296296297],[-0.225],[1],[0],[0],[0.7015612999966834],[1],['target_find'],240.47067199999583,241.4847961999767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
flugzeug1,2,4,36,13,,,,,241.51965559998644,,,,,,,,,,241.48540329997195,241.51965559998644,243.5342778999766,244.5001412999991,3.015645499981474,245.9528651999717,"[0, 300]",[-0.024074074074074074],[0.2824074074074074],[1],[0],[0],[1.4516306000004988],[1],['target_find'],245.95395169997937,246.9677864999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
spinne2,2,5,37,1,,,,,247.16648409998743,,,,,,,,,,246.96851079998305,247.16648409998743,249.16642739999224,250.01649239999824,3.0487807000172324,251.6843437999778,"[0, -300]",[0.002777777777777778],[-0.25277777777777777],[1],[0],[0],[1.6672865999862552],[1],['target_find'],251.68487539998023,252.70143229997484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
gruppe2,2,6,38,7,,,,,252.7842289999826,,,,,,,,,,252.70218879997265,252.7842289999826,254.80102669997723,255.76626799997757,3.0649007000029087,257.66990489998716,"[300, -300]",[0.21944444444444444],[-0.28703703703703703],[1],[0],[0],[1.9026917000010144],[1],['target_find'],257.67130149999866,258.68405859998893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
zug1,2,7,39,15,,,,,258.73292959999526,,,,,,,,,,258.68480939997244,258.73292959999526,260.73261859998456,261.73262799999793,3.048624400020344,262.7184239999915,"[0, 300]",[0.01574074074074074],[0.17222222222222222],[1],[0],[0],[0.984993799997028],[1],['target_find'],262.71946339998976,263.73379349999595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
schlange2,2,8,40,3,,,,,263.7826688999776,,,,,,,,,,263.7344668999722,263.7826688999776,265.78258459997596,266.78250049997587,3.0487875000108033,269.71939799998654,"[300, -300]",[0.32037037037037036],[-0.3111111111111111],[1],[0],[0],[2.9359547000203747],[1],['target_find'],269.72071229998255,270.73366849997547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
person2,2,9,41,5,,,,,270.7822313999932,,,,,,,,,,270.7344150999852,270.7822313999932,272.7823148999887,273.765737299982,3.032344400009606,274.65075089997845,"[300, 300]",[0.31203703703703706],[0.18888888888888888],[1],[0],[0],[0.8840945000119973],[1],['target_find'],274.65151829997194,275.66795589998947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
gesicht1,2,10,42,8,,,,,275.7352678999887,,,,,,,,,,275.6688313999912,275.7352678999887,277.75017939999816,278.69879169997876,3.0309023000008892,279.6354970999819,"[0, -300]",[0.06574074074074074],[-0.23148148148148148],[1],[0],[0],[0.9357726000016555],[1],['target_find'],279.63678949998575,280.6499215999793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
gesicht2,2,11,43,9,,,,,280.698654399981,,,,,,,,,,280.65067350000027,280.698654399981,282.6986274999799,283.6819106999901,3.0320682000019588,285.7852464999887,"[-300, 300]",[-0.27037037037037037],[0.32407407407407407],[1],[0],[0],[2.102367999992566],[1],['target_find'],285.7866531999898,286.79972109998926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
spinne1,2,12,44,0,,,,,286.85132589997374,,,,,,,,,,286.8004663999891,286.85132589997374,288.8651605999912,289.81500639999285,3.0153613000002224,291.3499405999901,"[-300, 300]",[-0.1814814814814815],[0.20185185185185187],[1],[0],[0],[1.5343967999797314],[1],['target_find'],291.35048659998574,292.3647936999914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
auto1,2,13,45,12,,,,,292.3982627999794,,,,,,,,,,292.36503109999467,292.3982627999794,294.398109199974,295.3812841999752,3.016570399980992,295.8845609999844,"[0, 300]",[-0.025],[0.21574074074074073],[1],[0],[0],[0.5024438999826089],[1],['target_find'],295.8857903999742,296.90066219997243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
gruppe1,2,14,46,6,,,,,296.95139139998355,,,,,,,,,,296.9014280999836,296.95139139998355,298.9649194999947,299.93149849999463,3.030912000016542,301.01785969999037,"[-300, -300]",[-0.21944444444444444],[-0.2212962962962963],[1],[0],[0],[1.0854717000038363],[1],['target_find'],301.0190461999737,302.032223599992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
gesicht4,2,15,47,11,,,,,302.08127749999403,,,,,,,,,,302.03283739998005,302.08127749999403,304.08118009998,305.0811967999907,2.999098000000231,305.9335013999953,"[-300, -300]",[-0.2777777777777778],[-0.15185185185185185],[1],[0],[0],[0.9010778999945614],[1],['target_find'],305.9345020999899,306.94998499998474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,094937,001,2023-11-13_13h16.04.663,Selektive Wahrnehmung,2023.2.3,59.89329410700357,2023-11-13 13h28.25.466829 +0100,
