participant,key_respWeiter.rt,key_resp_2.rt,ShortQuiz.started,key_respWeitergehen.rt,Feedback.started,WelcomeScreen.started,ShortQuiz.stopped,Zustimmung.rt,key_resp.rt,ShortQuizQ2.started,Participant,ShortQuizQ1.started,ConfindentwithDecision.started,DiagnosisZombie.started,ShortQuizQ1.stopped,blank500.started,keySAntwortQ2.rt,key_respWeiterDiagnosisthemself.rt,InfoDiagnosisThemself.started,keySAntwortQ2.keys,key_resp_Feedback.rt,ShortQuizQ2.stopped,ThankYouScreen.started,InfoScreenDisease.started,key_resp_diagnosis.rt
696929,NA,NA,NA,NA,NA,0.00100000000000477,NA,9.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.837000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA
696929,NA,NA,NA,99.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696929,76.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.021,NA
696929,NA,NA,186.42200000000005,NA,NA,NA,192.605,NA,6.150000000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696929,NA,6.913999999999987,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.605,NA,NA,199.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696929,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.538,NA,NA,NA,NA,NA,NA,4.932999999999964,NA,NA,d,NA,204.50399999999996,NA,NA,NA
696929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.95999999999998,204.50399999999996,NA,NA,NA,NA,NA,NA
696929,NA,NA,NA,NA,272.772,NA,NA,NA,NA,NA,54,NA,263.606,235.502,NA,NA,NA,NA,NA,NA,10.089,NA,NA,NA,27.593000000000018
696929,NA,NA,NA,NA,290.655,NA,NA,NA,NA,NA,60,NA,287.989,282.873,NA,NA,NA,NA,NA,NA,5.953000000000031,NA,NA,NA,4.604000000000042
696929,NA,NA,NA,NA,314.10499999999996,NA,NA,NA,NA,NA,53,NA,308.772,296.622,NA,NA,NA,NA,NA,NA,4.156000000000006,NA,NA,NA,11.637999999999977
696929,NA,NA,NA,NA,324.656,NA,NA,NA,NA,NA,4,NA,322.239,318.27299999999997,NA,NA,NA,NA,NA,NA,7.925000000000011,NA,NA,NA,3.4499999999999886
696929,NA,NA,NA,NA,340.039,NA,NA,NA,NA,NA,5,NA,338.722,332.589,NA,NA,NA,NA,NA,NA,2.6230000000000473,NA,NA,NA,5.6299999999999955
696929,NA,NA,NA,NA,347.989,NA,NA,NA,NA,NA,29,NA,346.68899999999996,342.673,NA,NA,NA,NA,NA,NA,1.1289999999999625,NA,NA,NA,3.497000000000014
696929,NA,NA,NA,NA,352.322,NA,NA,NA,NA,NA,37,NA,351.407,349.123,NA,NA,NA,NA,NA,NA,0.5029999999999859,NA,NA,NA,1.7549999999999957
696929,NA,NA,NA,NA,354.255,NA,NA,NA,NA,NA,27,NA,353.43899999999996,352.839,NA,NA,NA,NA,NA,NA,0.5029999999999859,NA,NA,NA,0.09699999999998
696929,NA,NA,NA,NA,356.539,NA,NA,NA,NA,NA,41,NA,355.889,354.77299999999997,NA,NA,NA,NA,NA,NA,0.2980000000000018,NA,NA,NA,0.5980000000000132
696929,NA,NA,NA,NA,358.756,NA,NA,NA,NA,NA,3,NA,357.705,356.839,NA,NA,NA,NA,NA,NA,1.2210000000000036,NA,NA,NA,0.35599999999999454
696929,NA,NA,NA,NA,363.656,NA,NA,NA,NA,NA,19,NA,362.822,359.989,NA,NA,NA,NA,NA,NA,0.8059999999999832,NA,NA,NA,2.309000000000026
696929,NA,NA,NA,NA,366.672,NA,NA,NA,NA,NA,25,NA,365.872,364.473,NA,NA,NA,NA,NA,NA,1.2549999999999957,NA,NA,NA,0.8949999999999818
696929,NA,NA,NA,NA,369.473,NA,NA,NA,NA,NA,30,NA,368.989,367.939,NA,NA,NA,NA,NA,NA,0.5039999999999623,NA,NA,NA,0.5440000000000396
696929,NA,NA,NA,NA,371.373,NA,NA,NA,NA,NA,34,NA,370.906,369.99,NA,NA,NA,NA,NA,NA,0.20400000000000773,NA,NA,NA,0.396000000000015
696929,NA,NA,NA,NA,373.473,NA,NA,NA,NA,NA,51,NA,373.023,371.59,NA,NA,NA,NA,NA,NA,0.22199999999998,NA,NA,NA,0.9159999999999968
696929,NA,NA,NA,NA,374.806,NA,NA,NA,NA,NA,33,NA,374.389,373.706,NA,NA,NA,NA,NA,NA,0.2230000000000132,NA,NA,NA,0.17600000000004457
696929,NA,NA,NA,NA,376.456,NA,NA,NA,NA,NA,6,NA,375.973,375.039,NA,NA,NA,NA,NA,NA,0.17399999999997817,NA,NA,NA,0.42200000000002547
696929,NA,NA,NA,NA,377.989,NA,NA,NA,NA,NA,10,NA,377.556,376.64,NA,NA,NA,NA,NA,NA,0.20799999999997,NA,NA,NA,0.3889999999999531
696929,NA,NA,NA,NA,379.289,NA,NA,NA,NA,NA,36,NA,378.923,378.206,NA,NA,NA,NA,NA,NA,0.18900000000002137,NA,NA,NA,0.20600000000001728
696929,NA,NA,NA,NA,380.473,NA,NA,NA,NA,NA,21,NA,380.072,379.489,NA,NA,NA,NA,NA,NA,0.16399999999998727,NA,NA,NA,0.08100000000001728
696929,NA,NA,NA,NA,383.589,NA,NA,NA,NA,NA,50,NA,382.856,380.639,NA,NA,NA,NA,NA,NA,3.843999999999994,NA,NA,NA,1.7069999999999936
696929,NA,NA,NA,NA,392.173,NA,NA,NA,NA,NA,59,NA,390.04,387.44,NA,NA,NA,NA,NA,NA,0.521000000000015,NA,NA,NA,2.0710000000000264
696929,NA,NA,NA,NA,396.739,NA,NA,NA,NA,NA,47,NA,394.873,392.707,NA,NA,NA,NA,NA,NA,1.3789999999999625,NA,NA,NA,1.6479999999999675
696929,NA,NA,NA,NA,401.223,NA,NA,NA,NA,NA,7,NA,400.206,398.123,NA,NA,NA,NA,NA,NA,0.1360000000000241,NA,NA,NA,1.5760000000000218
696929,NA,NA,NA,NA,402.556,NA,NA,NA,NA,NA,12,NA,402.04,401.373,NA,NA,NA,NA,NA,NA,0.17700000000002092,NA,NA,NA,0.15499999999997272
696929,NA,NA,NA,NA,403.889,NA,NA,NA,NA,NA,45,NA,403.439,402.74,NA,NA,NA,NA,NA,NA,0.132000000000005,NA,NA,NA,0.18299999999999272
696929,NA,NA,NA,NA,405.189,NA,NA,NA,NA,NA,24,NA,404.789,404.023,NA,NA,NA,NA,NA,NA,0.17099999999999227,NA,NA,NA,0.24300000000005184
696929,NA,NA,NA,NA,406.455,NA,NA,NA,NA,NA,35,NA,406.073,405.372,NA,NA,NA,NA,NA,NA,0.14200000000005275,NA,NA,NA,0.19700000000000273
696929,NA,NA,NA,NA,407.772,NA,NA,NA,NA,NA,13,NA,407.339,406.606,NA,NA,NA,NA,NA,NA,0.16100000000000136,NA,NA,NA,0.228999999999985
696929,NA,NA,NA,NA,408.939,NA,NA,NA,NA,NA,57,NA,408.539,407.939,NA,NA,NA,NA,NA,NA,0.16199999999997772,NA,NA,NA,0.08899999999999864
696929,NA,NA,NA,NA,410.105,NA,NA,NA,NA,NA,31,NA,409.622,409.106,NA,NA,NA,NA,NA,NA,0.24399999999997135,NA,NA,NA,0.00400000000001909
696929,NA,NA,NA,NA,411.339,NA,NA,NA,NA,NA,38,NA,410.956,410.357,NA,NA,NA,NA,NA,NA,0.16200000000003456,NA,NA,NA,0.07099999999996953
696929,NA,NA,NA,NA,412.372,NA,NA,NA,NA,NA,15,NA,412.123,411.506,NA,NA,NA,NA,NA,NA,0.17000000000001592,NA,NA,NA,0.1050000000000182
696929,NA,NA,NA,NA,413.506,NA,NA,NA,NA,NA,8,NA,413.206,412.556,NA,NA,NA,NA,NA,NA,0.13900000000001,NA,NA,NA,0.12299999999999044
696929,NA,NA,NA,NA,414.573,NA,NA,NA,NA,NA,46,NA,414.272,413.657,NA,NA,NA,NA,NA,NA,0.15399999999999636,NA,NA,NA,0.0980000000000132
